geneSymbol	Input.Type	MGI.Gene.Marker.ID	Symbol	Name	Feature.Type	Chr	Strand	Start	End	Ensembl.ID	Entrez.Gene.ID	OMIM_ID	Human_Disease
Trpm4	current symbol	MGI:1915917	Trpm4	transient receptor potential cation channel, subfamily M, member 4	protein coding gene	7	antisense	45302632	45333780	ENSMUSG00000038260	68667	NA	NA
Trpm5	current symbol	MGI:1861718	Trpm5	transient receptor potential cation channel, subfamily M, member 5	protein coding gene	7	antisense	143069153	143094642	ENSMUSG00000009246	56843	NA	NA
Trpm6	current symbol	MGI:2675603	Trpm6	transient receptor potential cation channel, subfamily M, member 6	protein coding gene	19	sense	18749983	18892510	ENSMUSG00000024727	225997	NA	NA
Trpm7	current symbol	MGI:1929996	Trpm7	transient receptor potential cation channel, subfamily M, member 7	protein coding gene	2	antisense	126791565	126876230	ENSMUSG00000027365	58800	NA	NA
Trpm8	current symbol	MGI:2181435	Trpm8	transient receptor potential cation channel, subfamily M, member 8	protein coding gene	1	sense	88277661	88389293	ENSMUSG00000036251	171382	NA	NA
Trps1	current symbol	MGI:1927616	Trps1	trichorhinophalangeal syndrome I (human)	protein coding gene	15	antisense	50654752	50890463	ENSMUSG00000038679	83925	190350	Trichorhinophalangeal Syndrome, Type I; TRPS1
Trpt1	current symbol	MGI:1333115	Trpt1	tRNA phosphotransferase 1	protein coding gene	19	sense	6996131	6999044	ENSMUSG00000047656	107328	NA	NA
Trpv1	current symbol	MGI:1341787	Trpv1	transient receptor potential cation channel, subfamily V, member 1	protein coding gene	11	sense	73234292	73261242	ENSMUSG00000005952	193034	NA	NA
Trpv2	current symbol	MGI:1341836	Trpv2	transient receptor potential cation channel, subfamily V, member 2	protein coding gene	11	sense	62574486	62600515	ENSMUSG00000018507	22368	NA	NA
Trpv3	current symbol	MGI:2181407	Trpv3	transient receptor potential cation channel, subfamily V, member 3	protein coding gene	11	sense	73267388	73300363	ENSMUSG00000043029	246788	603165	Dermatitis, Atopic
Trpv4	current symbol	MGI:1926945	Trpv4	transient receptor potential cation channel, subfamily V, member 4	protein coding gene	5	antisense	114622152	114658421	ENSMUSG00000014158	63873	605583	Deafness, Autosomal Dominant 25; DFNA25
Trpv6	current symbol	MGI:1927259	Trpv6	transient receptor potential cation channel, subfamily V, member 6	protein coding gene	6	antisense	41620624	41636405	ENSMUSG00000029868	64177	NA	NA
Trrap	current symbol	MGI:2153272	Trrap	transformation/transcription domain-associated protein	protein coding gene	5	sense	144767732	144859778	ENSMUSG00000045482	100683	NA	NA
Trub1	current symbol	MGI:1919383	Trub1	TruB pseudouridine (psi) synthase family member 1	protein coding gene	19	sense	57452906	57491005	ENSMUSG00000025086	72133	NA	NA
Trub2	current symbol	MGI:2442186	Trub2	TruB pseudouridine (psi) synthase family member 2	protein coding gene	2	antisense	29761224	29788502	ENSMUSG00000039826	227682	NA	NA
Try5	current symbol	MGI:102756	Try5	trypsin 5	protein coding gene	6	antisense	41311233	41316841	ENSMUSG00000036938	103964	NA	NA
Tsacc	current symbol	MGI:1924177	Tsacc	TSSK6 activating co-chaperone	protein coding gene	3	antisense	88282757	88296999	ENSMUSG00000010538	76927	NA	NA
Tsc1	current symbol	MGI:1929183	Tsc1	tuberous sclerosis 1	protein coding gene	2	sense	28641228	28691167	ENSMUSG00000026812	64930	209850|263200|191100	Autism|Polycystic Kidney Disease, Autosomal Recessive; ARPKD|Tuberous Sclerosis 1; TSC1
Tsc2	current symbol	MGI:102548	Tsc2	tuberous sclerosis 2	protein coding gene	17	antisense	24595937	24632629	ENSMUSG00000002496	22084	209850|150699|606690|613254	Autism|Leiomyoma, Uterine; UL|Lymphangioleiomyomatosis; LAM|Tuberous Sclerosis 2; TSC2
Tsc22d1	current symbol	MGI:109127	Tsc22d1	TSC22 domain family, member 1	protein coding gene	14	sense	76414961	76507765	ENSMUSG00000022010	21807	NA	NA
Tsc22d2	current symbol	MGI:1919283	Tsc22d2	TSC22 domain family, member 2	protein coding gene	3	sense	58414715	58466783	ENSMUSG00000027806	72033	NA	NA
Tsc22d3	current symbol	MGI:1196284	Tsc22d3	TSC22 domain family, member 3	protein coding gene	X	antisense	140539528	140600659	ENSMUSG00000031431	14605	NA	NA
Tsc22d4	current symbol	MGI:1926079	Tsc22d4	TSC22 domain family, member 4	protein coding gene	5	sense	137745730	137768450	ENSMUSG00000029723	78829	NA	NA
Tsen15	current symbol	MGI:1913887	Tsen15	tRNA splicing endonuclease subunit 15	protein coding gene	1	antisense	152370735	152386688	ENSMUSG00000014980	66637	NA	NA
Tsen2	current symbol	MGI:2141599	Tsen2	tRNA splicing endonuclease subunit 2	protein coding gene	6	sense	115544664	115578628	ENSMUSG00000042389	381802	NA	NA
Tsen34	current symbol	MGI:1913328	Tsen34	tRNA splicing endonuclease subunit 34	protein coding gene	7	sense	3692863	3701024	ENSMUSG00000035585	66078	NA	NA
Tsen54	current symbol	MGI:1923515	Tsen54	tRNA splicing endonuclease subunit 54	protein coding gene	11	sense	115814724	115823094	ENSMUSG00000020781	76265	NA	NA
Tsfm	current symbol	MGI:1913649	Tsfm	Ts translation elongation factor, mitochondrial	protein coding gene	10	antisense	127011572	127030840	ENSMUSG00000040521	66399	NA	NA
Tsg101	current symbol	MGI:106581	Tsg101	tumor susceptibility gene 101	protein coding gene	7	antisense	46888949	46919969	ENSMUSG00000014402	22088	NA	NA
Tsga10	current symbol	MGI:2685063	Tsga10	testis specific 10	protein coding gene	1	antisense	37754776	37866429	ENSMUSG00000060771	211484	NA	NA
Tsga10ip	current symbol	MGI:1925556	Tsga10ip	testis specific 10 interacting protein	protein coding gene	19	antisense	5390049	5394401	ENSMUSG00000039330	78306	NA	NA
Tsga13	current symbol	MGI:1891413	Tsga13	testis specific gene A13	protein coding gene	6	antisense	30896981	30915573	ENSMUSG00000039032	116732	NA	NA
Tsga8	current symbol	MGI:1194903	Tsga8	testis specific gene A8	protein coding gene	X	antisense	83486678	83487924	ENSMUSG00000035522	100502723	NA	NA
Tshb	current symbol	MGI:98848	Tshb	thyroid stimulating hormone, beta subunit	protein coding gene	3	antisense	102775465	102782718	ENSMUSG00000027857	22094	NA	NA
Tshr	current symbol	MGI:98849	Tshr	thyroid stimulating hormone receptor	protein coding gene	12	sense	91400994	91540509	ENSMUSG00000020963	22095	275200	Hypothyroidism, Congenital, Nongoitrous, 1; CHNG1
Tshz1	current symbol	MGI:1346031	Tshz1	teashirt zinc finger family member 1	protein coding gene	18	antisense	84011627	84086404	ENSMUSG00000046982	110796	NA	NA
Tshz2	current symbol	MGI:2153084	Tshz2	teashirt zinc finger family member 2	protein coding gene	2	sense	169633013	170071816	ENSMUSG00000047907	228911	NA	NA
Tshz3	current symbol	MGI:2442819	Tshz3	teashirt zinc finger family member 3	protein coding gene	7	sense	36698118	36773553	ENSMUSG00000021217	243931	NA	NA
Tsix	current symbol	MGI:1336196	Tsix	X (inactive)-specific transcript, opposite strand	antisense lncRNA gene	X	sense	103431517	103484957	ENSMUSG00000085715	22097	NA	NA
Tsks	current symbol	MGI:1347560	Tsks	testis-specific serine kinase substrate	protein coding gene	7	sense	44943204	44958035	ENSMUSG00000059891	22116	NA	NA
Tsku	current symbol	MGI:2443855	Tsku	tsukushi, small leucine rich proteoglycan	protein coding gene	7	antisense	98350668	98361292	ENSMUSG00000049580	244152	NA	NA
Tslp	current symbol	MGI:1855696	Tslp	thymic stromal lymphopoietin	protein coding gene	18	sense	32815383	32819799	ENSMUSG00000024379	53603	205700|603165	Anemia, Autoimmune Hemolytic|Dermatitis, Atopic
Tsn	current symbol	MGI:109263	Tsn	translin	protein coding gene	1	antisense	118294778	118311739	ENSMUSG00000026374	22099	NA	NA
Tsnax	current symbol	MGI:1855672	Tsnax	translin-associated factor X	protein coding gene	8	sense	125012997	125034192	ENSMUSG00000056820	53424	NA	NA
Tsnaxip1	current symbol	MGI:1919486	Tsnaxip1	translin-associated factor X (Tsnax) interacting protein 1	protein coding gene	8	sense	105827744	105844676	ENSMUSG00000031893	72236	NA	NA
Tspan1	current symbol	MGI:1914055	Tspan1	tetraspanin 1	protein coding gene	4	antisense	116161869	116167601	ENSMUSG00000028699	66805	NA	NA
Tspan10	current symbol	MGI:2384781	Tspan10	tetraspanin 10	protein coding gene	11	sense	120442644	120446950	ENSMUSG00000039691	208634	NA	NA
Tspan11	current symbol	MGI:1915748	Tspan11	tetraspanin 11	protein coding gene	6	sense	127887589	127953977	ENSMUSG00000030351	68498	NA	NA
Tspan12	current symbol	MGI:1889818	Tspan12	tetraspanin 12	protein coding gene	6	antisense	21771395	21852515	ENSMUSG00000029669	269831	613310	Exudative Vitreoretinopathy 5; EVR5
Tspan13	current symbol	MGI:1913359	Tspan13	tetraspanin 13	protein coding gene	12	antisense	36014557	36042500	ENSMUSG00000020577	66109	NA	NA
Tspan14	current symbol	MGI:1196325	Tspan14	tetraspanin 14	protein coding gene	14	antisense	40906445	40966807	ENSMUSG00000037824	52588	NA	NA
Tspan15	current symbol	MGI:1917673	Tspan15	tetraspanin 15	protein coding gene	10	antisense	62185396	62231218	ENSMUSG00000037031	70423	NA	NA
Tspan17	current symbol	MGI:1921507	Tspan17	tetraspanin 17	protein coding gene	13	sense	54789377	54796776	ENSMUSG00000025875	74257	NA	NA
Tspan18	current symbol	MGI:1917186	Tspan18	tetraspanin 18	protein coding gene	2	antisense	93201760	93334505	ENSMUSG00000027217	241556	NA	NA
Tspan2	current symbol	MGI:1917997	Tspan2	tetraspanin 2	protein coding gene	3	sense	102734529	102801513	ENSMUSG00000027858	70747	NA	NA
Tspan2os	current symbol	MGI:1925741	Tspan2os	tetraspanin 2, opposite strand	antisense lncRNA gene	3	antisense	102720231	102735417	ENSMUSG00000086745	78491	NA	NA
Tspan3	current symbol	MGI:1928098	Tspan3	tetraspanin 3	protein coding gene	9	antisense	56135885	56161070	ENSMUSG00000032324	56434	NA	NA
Tspan31	current symbol	MGI:1914375	Tspan31	tetraspanin 31	protein coding gene	10	antisense	127067317	127070261	ENSMUSG00000006736	67125	NA	NA
Tspan32	current symbol	MGI:1350360	Tspan32	tetraspanin 32	protein coding gene	7	sense	143005046	143019644	ENSMUSG00000000244	27027	NA	NA
Tspan33	current symbol	MGI:1919012	Tspan33	tetraspanin 33	protein coding gene	6	sense	29694222	29718559	ENSMUSG00000001763	232670	NA	NA
Tspan4	current symbol	MGI:1928097	Tspan4	tetraspanin 4	protein coding gene	7	sense	141475240	141493427	ENSMUSG00000025511	64540	NA	NA
Tspan5	current symbol	MGI:1928096	Tspan5	tetraspanin 5	protein coding gene	3	sense	138742195	138907905	ENSMUSG00000028152	56224	NA	NA
Tspan6	current symbol	MGI:1926264	Tspan6	tetraspanin 6	protein coding gene	X	antisense	133891068	133898429	ENSMUSG00000067377	56496	NA	NA
Tspan7	current symbol	MGI:1298407	Tspan7	tetraspanin 7	protein coding gene	X	sense	10485158	10596605	ENSMUSG00000058254	21912	NA	NA
Tspan8	current symbol	MGI:2384918	Tspan8	tetraspanin 8	protein coding gene	10	sense	115817284	115849893	ENSMUSG00000034127	216350	NA	NA
Tspan9	current symbol	MGI:1924558	Tspan9	tetraspanin 9	protein coding gene	6	antisense	127961396	128143594	ENSMUSG00000030352	109246	NA	NA
Tspear	current symbol	MGI:2671932	Tspear	thrombospondin type laminin G domain and EAR repeats	protein coding gene	10	sense	77686569	77887021	ENSMUSG00000069581	252974	NA	NA
Tspo	current symbol	MGI:88222	Tspo	translocator protein	protein coding gene	15	sense	83563592	83574203	ENSMUSG00000041736	12257	NA	NA
Tspo2	current symbol	MGI:1917276	Tspo2	translocator protein 2	protein coding gene	17	antisense	48447956	48451522	ENSMUSG00000023995	70026	NA	NA
Tspyl1	current symbol	MGI:1298395	Tspyl1	testis-specific protein, Y-encoded-like 1	protein coding gene	10	sense	34282190	34285275	ENSMUSG00000047514	22110	NA	NA
Tspyl2	current symbol	MGI:106244	Tspyl2	TSPY-like 2	protein coding gene	X	antisense	152336852	152342425	ENSMUSG00000041096	52808	NA	NA
Tspyl3	current symbol	MGI:2139328	Tspyl3	TSPY-like 3	protein coding gene	2	antisense	153222370	153225441	ENSMUSG00000074671	241732	NA	NA
Tspyl4	current symbol	MGI:106393	Tspyl4	TSPY-like 4	protein coding gene	10	sense	34297442	34301320	ENSMUSG00000039485	72480	NA	NA
Tspyl5	current symbol	MGI:2442458	Tspyl5	testis-specific protein, Y-encoded-like 5	protein coding gene	15	antisense	33683876	33687883	ENSMUSG00000038984	239364	NA	NA
Tspy-ps	current symbol	MGI:1201688	Tspy-ps	testis specific protein-Y encoded, pseudogene	pseudogene	Y	antisense	1055764	1058868	ENSMUSG00000091749	22109	NA	NA
Tsr1	current symbol	MGI:2144566	Tsr1	TSR1 20S rRNA accumulation	protein coding gene	11	sense	74898071	74909342	ENSMUSG00000038335	104662	NA	NA
Tsr2	current symbol	MGI:1916749	Tsr2	TSR2 20S rRNA accumulation	protein coding gene	X	antisense	151087094	151096543	ENSMUSG00000025264	69499	NA	NA
Tsr3	current symbol	MGI:1915577	Tsr3	TSR3 20S rRNA accumulation	protein coding gene	17	sense	25240170	25242798	ENSMUSG00000015126	68327	NA	NA
Tssc1	current symbol	MGI:1289332	Tssc1	tumor suppressing subtransferable candidate 1	protein coding gene	12	sense	28751828	28867491	ENSMUSG00000036613	380752	NA	NA
Tssc4	current symbol	MGI:1861712	Tssc4	tumor-suppressing subchromosomal transferable fragment 4	protein coding gene	7	sense	143069249	143071093	ENSMUSG00000045752	56844	NA	NA
Tssk1	current symbol	MGI:1347557	Tssk1	testis-specific serine kinase 1	protein coding gene	16	sense	17894223	17897922	ENSMUSG00000041566	22114	NA	NA
Tssk2	current symbol	MGI:1347559	Tssk2	testis-specific serine kinase 2	protein coding gene	16	sense	17898637	17900023	ENSMUSG00000045521	22115	NA	NA
Tssk3	current symbol	MGI:1929914	Tssk3	testis-specific serine kinase 3	protein coding gene	4	antisense	129489014	129491022	ENSMUSG00000000411	58864	NA	NA
Tssk4	current symbol	MGI:1918349	Tssk4	testis-specific serine kinase 4	protein coding gene	14	sense	55650182	55652539	ENSMUSG00000007591	71099	NA	NA
Tssk6	current symbol	MGI:2148775	Tssk6	testis-specific serine kinase 6	protein coding gene	8	sense	69902184	69903518	ENSMUSG00000047654	83984	NA	NA
Tst	current symbol	MGI:98852	Tst	thiosulfate sulfurtransferase, mitochondrial	protein coding gene	15	antisense	78399556	78405859	ENSMUSG00000044986	22117	NA	NA
Tsta3	current symbol	MGI:98857	Tsta3	tissue specific transplantation antigen P35B	protein coding gene	15	antisense	75924684	75929730	ENSMUSG00000022570	22122	NA	NA
Tstd1	current symbol	MGI:3648482	Tstd1	thiosulfate sulfurtransferase (rhodanese)-like domain containing 1	protein coding gene	1	sense	171418872	171420352	ENSMUSG00000103711	226654	NA	NA
Tstd2	current symbol	MGI:3039624	Tstd2	thiosulfate sulfurtransferase (rhodanese)-like domain containing 2	protein coding gene	4	antisense	46114746	46138694	ENSMUSG00000035495	272027	NA	NA
Tstd3	current symbol	MGI:1924282	Tstd3	thiosulfate sulfurtransferase (rhodanese)-like domain containing 3	protein coding gene	4	antisense	21757382	21767212	ENSMUSG00000028251	77032	NA	NA
Tsx	current symbol	MGI:108118	Tsx	testis specific X-linked gene	protein coding gene	X	sense	103414467	103424580	ENSMUSG00000031329	22127	NA	NA
Ttbk1	current symbol	MGI:2147036	Ttbk1	tau tubulin kinase 1	protein coding gene	17	antisense	46442448	46487675	ENSMUSG00000015599	106763	NA	NA
Ttbk2	current symbol	MGI:2155779	Ttbk2	tau tubulin kinase 2	protein coding gene	2	antisense	120732816	120850604	ENSMUSG00000090100	140810	NA	NA
Ttc1	current symbol	MGI:1914077	Ttc1	tetratricopeptide repeat domain 1	protein coding gene	11	antisense	43729512	43748008	ENSMUSG00000041278	66827	NA	NA
Ttc12	current symbol	MGI:2444588	Ttc12	tetratricopeptide repeat domain 12	protein coding gene	9	antisense	49436963	49486225	ENSMUSG00000040219	235330	NA	NA
Ttc13	current symbol	MGI:2384573	Ttc13	tetratricopeptide repeat domain 13	protein coding gene	8	antisense	124671335	124721983	ENSMUSG00000037300	234875	NA	NA
Ttc14	current symbol	MGI:1914370	Ttc14	tetratricopeptide repeat domain 14	protein coding gene	3	sense	33799832	33814860	ENSMUSG00000027677	67120	NA	NA
Ttc16	current symbol	MGI:2443048	Ttc16	tetratricopeptide repeat domain 16	protein coding gene	2	antisense	32757026	32775633	ENSMUSG00000039021	338348	NA	NA
Ttc17	current symbol	MGI:1921819	Ttc17	tetratricopeptide repeat domain 17	protein coding gene	2	antisense	94300767	94406688	ENSMUSG00000027194	74569	NA	NA
Ttc19	current symbol	MGI:1920045	Ttc19	tetratricopeptide repeat domain 19	protein coding gene	11	sense	62281473	62328451	ENSMUSG00000042298	72795	NA	NA
Ttc21a	current symbol	MGI:1921302	Ttc21a	tetratricopeptide repeat domain 21A	protein coding gene	9	sense	119937606	119967793	ENSMUSG00000032514	74052	NA	NA
Ttc21b	current symbol	MGI:1920918	Ttc21b	tetratricopeptide repeat domain 21B	protein coding gene	2	antisense	66184327	66256617	ENSMUSG00000034848	73668	NA	NA
Ttc22	current symbol	MGI:3045307	Ttc22	tetratricopeptide repeat domain 22	protein coding gene	4	sense	106622432	106640189	ENSMUSG00000034919	230576	NA	NA
Ttc23	current symbol	MGI:1914259	Ttc23	tetratricopeptide repeat domain 23	protein coding gene	7	sense	67647410	67762912	ENSMUSG00000030555	67009	NA	NA
Ttc23l	current symbol	MGI:1923027	Ttc23l	tetratricopeptide repeat domain 23-like	protein coding gene	15	antisense	10500102	10558668	ENSMUSG00000022249	75777	NA	NA
Ttc24	current symbol	MGI:2443841	Ttc24	tetratricopeptide repeat domain 24	protein coding gene	3	antisense	88069410	88078304	ENSMUSG00000051036	214191	NA	NA
Ttc25	current symbol	MGI:1921657	Ttc25	tetratricopeptide repeat domain 25	protein coding gene	11	sense	100545607	100572568	ENSMUSG00000006784	74407	NA	NA
Ttc26	current symbol	MGI:2444853	Ttc26	tetratricopeptide repeat domain 26	protein coding gene	6	sense	38381469	38427647	ENSMUSG00000056832	264134	NA	NA
Ttc27	current symbol	MGI:1921446	Ttc27	tetratricopeptide repeat domain 27	protein coding gene	17	sense	74717750	74863570	ENSMUSG00000024078	74196	NA	NA
Ttc28	current symbol	MGI:2140873	Ttc28	tetratricopeptide repeat domain 28	protein coding gene	5	sense	110879803	111289780	ENSMUSG00000033209	209683	NA	NA
Ttc29	current symbol	MGI:1920551	Ttc29	tetratricopeptide repeat domain 29	protein coding gene	8	sense	78213297	78394326	ENSMUSG00000037101	73301	NA	NA
Ttc3	current symbol	MGI:1276539	Ttc3	tetratricopeptide repeat domain 3	protein coding gene	16	sense	94370618	94522117	ENSMUSG00000040785	22129	NA	NA
Ttc30a1	current symbol	MGI:1926052	Ttc30a1	tetratricopeptide repeat domain 30A1	protein coding gene	2	antisense	75978247	75981967	ENSMUSG00000075271	78802	NA	NA
Ttc30b	current symbol	MGI:1919671	Ttc30b	tetratricopeptide repeat domain 30B	protein coding gene	2	antisense	75935849	75938585	ENSMUSG00000075273	72421	NA	NA
Ttc32	current symbol	MGI:1922766	Ttc32	tetratricopeptide repeat domain 32	protein coding gene	12	sense	9029997	9036394	ENSMUSG00000066637	75516	NA	NA
Ttc33	current symbol	MGI:1914765	Ttc33	tetratricopeptide repeat domain 33	protein coding gene	15	sense	5185525	5218336	ENSMUSG00000022151	67515	NA	NA
Ttc34	current symbol	MGI:2445205	Ttc34	tetratricopeptide repeat domain 34	protein coding gene	4	sense	154837459	154867125	ENSMUSG00000046637	242800	NA	NA
Ttc36	current symbol	MGI:2384760	Ttc36	tetratricopeptide repeat domain 36	protein coding gene	9	antisense	44799400	44802951	ENSMUSG00000039438	192653	NA	NA
Ttc37	current symbol	MGI:2679923	Ttc37	tetratricopeptide repeat domain 37	protein coding gene	13	sense	76098734	76187983	ENSMUSG00000033991	218343	NA	NA
Ttc38	current symbol	MGI:2146198	Ttc38	tetratricopeptide repeat domain 38	protein coding gene	15	sense	85832306	85858822	ENSMUSG00000035944	239570	NA	NA
Ttc39a	current symbol	MGI:2444350	Ttc39a	tetratricopeptide repeat domain 39A	protein coding gene	4	sense	109406623	109444745	ENSMUSG00000028555	230603	NA	NA
Ttc39b	current symbol	MGI:1917113	Ttc39b	tetratricopeptide repeat domain 39B	protein coding gene	4	antisense	83220300	83324255	ENSMUSG00000038172	69863	NA	NA
Ttc39c	current symbol	MGI:1919997	Ttc39c	tetratricopeptide repeat domain 39C	protein coding gene	18	sense	12599926	12737050	ENSMUSG00000024424	72747	NA	NA
Ttc39d	current symbol	MGI:1914987	Ttc39d	tetratricopeptide repeat domain 39D	protein coding gene	17	sense	80207460	80217936	ENSMUSG00000046196	67737	NA	NA
Ttc4	current symbol	MGI:1919604	Ttc4	tetratricopeptide repeat domain 4	protein coding gene	4	antisense	106662256	106678944	ENSMUSG00000025413	72354	NA	NA
Ttc5	current symbol	MGI:2683584	Ttc5	tetratricopeptide repeat domain 5	protein coding gene	14	antisense	50765415	50785518	ENSMUSG00000006288	219022	NA	NA
Ttc7	current symbol	MGI:1920999	Ttc7	tetratricopeptide repeat domain 7	protein coding gene	17	sense	87282886	87381769	ENSMUSG00000036918	225049	NA	NA
Ttc7b	current symbol	MGI:2144724	Ttc7b	tetratricopeptide repeat domain 7B	protein coding gene	12	antisense	100300771	100520822	ENSMUSG00000033530	104718	NA	NA
Ttc8	current symbol	MGI:1923510	Ttc8	tetratricopeptide repeat domain 8	protein coding gene	12	sense	98920574	98983238	ENSMUSG00000021013	76260	615985	Bardet-Biedl Syndrome 8; BBS8
Ttc9	current symbol	MGI:1916730	Ttc9	tetratricopeptide repeat domain 9	protein coding gene	12	sense	81631369	81664941	ENSMUSG00000042734	69480	NA	NA
Ttc9b	current symbol	MGI:1920282	Ttc9b	tetratricopeptide repeat domain 9B	protein coding gene	7	sense	27653915	27657346	ENSMUSG00000007944	73032	NA	NA
Ttc9c	current symbol	MGI:1917637	Ttc9c	tetratricopeptide repeat domain 9C	protein coding gene	19	antisense	8809075	8819333	ENSMUSG00000071660	70387	NA	NA
Ttf1	current symbol	MGI:105044	Ttf1	transcription termination factor, RNA polymerase I	protein coding gene	2	sense	29060262	29087656	ENSMUSG00000026803	22130	NA	NA
Tti1	current symbol	MGI:1922675	Tti1	TELO2 interacting protein 1	protein coding gene	2	antisense	157981803	158028433	ENSMUSG00000027650	75425	NA	NA
Tti2	current symbol	MGI:2384576	Tti2	TELO2 interacting protein 2	protein coding gene	8	sense	31150315	31163895	ENSMUSG00000031577	234138	NA	NA
Ttk	current symbol	MGI:1194921	Ttk	Ttk protein kinase	protein coding gene	9	sense	83834689	83872389	ENSMUSG00000038379	22137	NA	NA
Ttl	current symbol	MGI:1916987	Ttl	tubulin tyrosine ligase	protein coding gene	2	sense	129065942	129096283	ENSMUSG00000027394	69737	NA	NA
Ttll1	current symbol	MGI:2443047	Ttll1	tubulin tyrosine ligase-like 1	protein coding gene	15	antisense	83483772	83510893	ENSMUSG00000022442	319953	NA	NA
Ttll10	current symbol	MGI:1921855	Ttll10	tubulin tyrosine ligase-like family, member 10	protein coding gene	4	antisense	156034840	156059414	ENSMUSG00000029074	330010	NA	NA
Ttll11	current symbol	MGI:1921660	Ttll11	tubulin tyrosine ligase-like family, member 11	protein coding gene	2	antisense	35751241	35979913	ENSMUSG00000026885	74410	NA	NA
Ttll12	current symbol	MGI:3039573	Ttll12	tubulin tyrosine ligase-like family, member 12	protein coding gene	15	antisense	83575119	83595157	ENSMUSG00000016757	223723	NA	NA
Ttll13	current symbol	MGI:1920845	Ttll13	tubulin tyrosine ligase-like family, member 13	protein coding gene	7	sense	80246376	80260821	ENSMUSG00000045467	269954	NA	NA
Ttll3	current symbol	MGI:2141418	Ttll3	tubulin tyrosine ligase-like family, member 3	protein coding gene	6	sense	113389260	113414587	ENSMUSG00000030276	101100	NA	NA
Ttll4	current symbol	MGI:1914784	Ttll4	tubulin tyrosine ligase-like family, member 4	protein coding gene	1	sense	74661745	74703730	ENSMUSG00000033257	67534	NA	NA
Ttll6	current symbol	MGI:2683461	Ttll6	tubulin tyrosine ligase-like family, member 6	protein coding gene	11	sense	96133786	96165451	ENSMUSG00000038756	237930	NA	NA
Ttll7	current symbol	MGI:1918142	Ttll7	tubulin tyrosine ligase-like family, member 7	protein coding gene	3	sense	146852367	146984009	ENSMUSG00000036745	70892	NA	NA
Ttll8	current symbol	MGI:1922902	Ttll8	tubulin tyrosine ligase-like family, member 8	protein coding gene	15	antisense	88890633	88954418	ENSMUSG00000022388	239591	NA	NA
Ttll9	current symbol	MGI:1913589	Ttll9	tubulin tyrosine ligase-like family, member 9	protein coding gene	2	sense	152962485	153008482	ENSMUSG00000074673	74711	NA	NA
Ttpa	current symbol	MGI:1354168	Ttpa	tocopherol (alpha) transfer protein	protein coding gene	4	sense	20007938	20030785	ENSMUSG00000073988	50500	277460	Vitamin E, Familial Isolated Deficiency Of; VED
Ttpal	current symbol	MGI:1923330	Ttpal	tocopherol (alpha) transfer protein-like	protein coding gene	2	sense	163602322	163619013	ENSMUSG00000017679	76080	NA	NA
Ttr	current symbol	MGI:98865	Ttr	transthyretin	protein coding gene	18	sense	20665250	20674324	ENSMUSG00000061808	22139	NA	NA
Ttyh1	current symbol	MGI:1889007	Ttyh1	tweety family member 1	protein coding gene	7	sense	4119408	4136708	ENSMUSG00000030428	57776	NA	NA
Ttyh2	current symbol	MGI:2157091	Ttyh2	tweety family member 2	protein coding gene	11	sense	114675431	114720977	ENSMUSG00000034714	117160	NA	NA
Ttyh3	current symbol	MGI:1925589	Ttyh3	tweety family member 3	protein coding gene	5	antisense	140620578	140649031	ENSMUSG00000036565	78339	NA	NA
Tub	current symbol	MGI:2651573	Tub	tubby candidate gene	protein coding gene	7	sense	108950338	109034460	ENSMUSG00000031028	22141	601665	Obesity
Tuba1a	current symbol	MGI:98869	Tuba1a	tubulin, alpha 1A	protein coding gene	15	antisense	98949841	98953551	ENSMUSG00000072235	22142	607432	Lissencephaly 1; LIS1
Tuba1c	current symbol	MGI:1095409	Tuba1c	tubulin, alpha 1C	protein coding gene	15	sense	99029891	99038105	ENSMUSG00000043091	22146	NA	NA
Tuba3a	current symbol	MGI:1095406	Tuba3a	tubulin, alpha 3A	protein coding gene	6	antisense	125278274	125286042	ENSMUSG00000067702	22144	NA	NA
Tuba8	current symbol	MGI:1858225	Tuba8	tubulin, alpha 8	protein coding gene	6	sense	121210696	121226854	ENSMUSG00000030137	53857	NA	NA
Tubb2a	current symbol	MGI:107861	Tubb2a	tubulin, beta 2A class IIA	protein coding gene	13	antisense	34074301	34078008	ENSMUSG00000058672	22151	610031	Cortical Dysplasia, Complex, with Other Brain Malformations 7; CDCBM7
Tubb2a-ps2	current symbol	MGI:2145100	Tubb2a-ps2	tubulin, beta 2a, pseudogene 2	pseudogene	12	antisense	11882196	11882899		627110	NA	NA
Tubb2b	current symbol	MGI:1920960	Tubb2b	tubulin, beta 2B class IIB	protein coding gene	13	antisense	34127008	34130354	ENSMUSG00000045136	73710	610031	Cortical Dysplasia, Complex, with Other Brain Malformations 7; CDCBM7
Tubb3	current symbol	MGI:107813	Tubb3	tubulin, beta 3 class III	protein coding gene	8	sense	123411424	123422015	ENSMUSG00000062380	22152	600638	Fibrosis of Extraocular Muscles, Congenital, 3a, with or without Extraocular Involvement; CFEOM3A
Tubb4a	current symbol	MGI:107848	Tubb4a	tubulin, beta 4A class IVA	protein coding gene	17	antisense	57080066	57087782	ENSMUSG00000062591	22153	NA	NA
Tubb4b	current symbol	MGI:1915472	Tubb4b	tubulin, beta 4B class IVB	protein coding gene	2	antisense	25222160	25224702	ENSMUSG00000036752	227613	NA	NA
