Bioassay	ExternalID	Batch	Genotype	OrganismPart	Treatment	Gender	Timepoint	Sample	Dataset	ExpMatrixName	Original_genotype	Genotype2	Age_in_weeks	Section	Grown_with	Scan_batch	Dataset_assigned
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_4m_Cb_rep4	GSM1570568	Batch_05_2013-07-02	het_TASTPM	Cerebellum	NA	M	4_months	het_TASTPM_4m_Cb_rep4	GSE64398.2	NA	NA	NA	16_weeks	E	het_TASTPM	Batch9_7/3/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_4m_Ctx_rep1	GSM1570314	Batch_03_2013-06-26	het_TASTPM	Cortex	NA	M	4_months	het_TASTPM_4m_Ctx_rep1	GSE64398.3	NA	NA	NA	16_weeks	E	het_TASTPM	Batch5_6/27/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_4m_Ctx_rep2	GSM1570317	Batch_03_2013-06-26	het_TASTPM	Cortex	NA	M	4_months	het_TASTPM_4m_Ctx_rep2	GSE64398.3	NA	NA	NA	16_weeks	A	het_TASTPM	Batch5_6/27/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_4m_Ctx_rep3	GSM1570426	Batch_03_2013-06-26	het_TASTPM	Cortex	NA	M	4_months	het_TASTPM_4m_Ctx_rep3	GSE64398.3	NA	NA	NA	16_weeks	C	het_TASTPM	Batch6_6/28/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_4m_Ctx_rep4	GSM1570449	Batch_03_2013-06-26	het_TASTPM	Cortex	NA	M	4_months	het_TASTPM_4m_Ctx_rep4	GSE64398.3	NA	NA	NA	16_weeks	E	het_TASTPM	Batch6_6/28/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_4m_Hipp_rep1	GSM1570262	Batch_02_2013-03-04	het_TASTPM	Hippocampus	NA	M	4_months	het_TASTPM_4m_Hipp_rep1	GSE64398.1	NA	NA	NA	16_weeks	C	het_TASTPM	Batch2_2/27/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_4m_Hipp_rep2	GSM1570348	Batch_02_2013-03-04	het_TASTPM	Hippocampus	NA	M	4_months	het_TASTPM_4m_Hipp_rep2	GSE64398.1	NA	NA	NA	16_weeks	A	het_TASTPM	Batch4_3/6/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_4m_Hipp_rep3	GSM1570355	Batch_02_2013-03-04	het_TASTPM	Hippocampus	NA	M	4_months	het_TASTPM_4m_Hipp_rep3	GSE64398.1	NA	NA	NA	16_weeks	A	het_TASTPM	Batch4_3/6/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_4m_Hipp_rep4	GSM1570400	Batch_02_2013-03-04	het_TASTPM	Hippocampus	NA	M	4_months	het_TASTPM_4m_Hipp_rep4	GSE64398.1	NA	NA	NA	16_weeks	A	het_TASTPM	Batch4_3/6/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_8m_Cb_rep1	GSM1570505	Batch_03_2013-06-26	het_TASTPM	Cerebellum	NA	M	8_months	het_TASTPM_8m_Cb_rep1	GSE64398.2	NA	NA	NA	32_weeks	C	het_TASTPM	Batch6_6/28/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_8m_Cb_rep2	GSM1570508	Batch_03_2013-06-26	het_TASTPM	Cerebellum	NA	M	8_months	het_TASTPM_8m_Cb_rep2	GSE64398.2	NA	NA	NA	32_weeks	F	het_TASTPM	Batch6_6/28/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_8m_Cb_rep3	GSM1570562	Batch_03_2013-06-26	het_TASTPM	Cerebellum	NA	M	8_months	het_TASTPM_8m_Cb_rep3	GSE64398.2	NA	NA	NA	32_weeks	F	het_TASTPM	Batch6_6/28/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_8m_Ctx_rep1	GSM1570326	Batch_04_2013-06-27	het_TASTPM	Cortex	NA	M	8_months	het_TASTPM_8m_Ctx_rep1	GSE64398.3	NA	NA	NA	32_weeks	B	het_TASTPM	Batch7_7/1/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_8m_Ctx_rep2	GSM1570336	Batch_04_2013-06-27	het_TASTPM	Cortex	NA	M	8_months	het_TASTPM_8m_Ctx_rep2	GSE64398.3	NA	NA	NA	32_weeks	E	het_TASTPM	Batch7_7/1/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_8m_Ctx_rep3	GSM1570341	Batch_04_2013-06-27	het_TASTPM	Cortex	NA	M	8_months	het_TASTPM_8m_Ctx_rep3	GSE64398.3	NA	NA	NA	32_weeks	B	het_TASTPM	Batch7_7/1/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_8m_Ctx_rep4	GSM1570553	Batch_04_2013-06-27	het_TASTPM	Cortex	NA	M	8_months	het_TASTPM_8m_Ctx_rep4	GSE64398.3	NA	NA	NA	32_weeks	E	het_TASTPM	Batch8_7/2/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_8m_Hipp_rep1	GSM1570364	Batch_01_2012-02-25	het_TASTPM	Hippocampus	NA	M	8_months	het_TASTPM_8m_Hipp_rep1	GSE64398.1	NA	NA	NA	32_weeks	C	het_TASTPM	Batch2_2/27/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_8m_Hipp_rep2	GSM1570253	Batch_02_2013-03-04	het_TASTPM	Hippocampus	NA	M	8_months	het_TASTPM_8m_Hipp_rep2	GSE64398.1	NA	NA	NA	32_weeks	A	het_TASTPM	Batch3_2/28/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_8m_Hipp_rep3	GSM1570283	Batch_02_2013-03-04	het_TASTPM	Hippocampus	NA	M	8_months	het_TASTPM_8m_Hipp_rep3	GSE64398.1	NA	NA	NA	32_weeks	C	het_TASTPM	Batch3_2/28/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=het_TASTPM_8m_Hipp_rep4	GSM1570371	Batch_02_2013-03-04	het_TASTPM	Hippocampus	NA	M	8_months	het_TASTPM_8m_Hipp_rep4	GSE64398.1	NA	NA	NA	32_weeks	C	het_TASTPM	Batch3_2/28/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_18m_Cb_rep1	GSM1570305	Batch_04_2013-06-27	ho_TASTPM	Cerebellum	NA	M	18_months	ho_TASTPM_18m_Cb_rep1	GSE64398.2	NA	NA	NA	72_weeks	B	ho_TASTPM	Batch7_7/1/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_18m_Cb_rep2	GSM1570325	Batch_04_2013-06-27	ho_TASTPM	Cerebellum	NA	M	18_months	ho_TASTPM_18m_Cb_rep2	GSE64398.2	NA	NA	NA	72_weeks	A	ho_TASTPM	Batch7_7/1/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_18m_Cb_rep3	GSM1570342	Batch_04_2013-06-27	ho_TASTPM	Cerebellum	NA	M	18_months	ho_TASTPM_18m_Cb_rep3	GSE64398.2	NA	NA	NA	72_weeks	C	ho_TASTPM	Batch7_7/1/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_18m_Ctx_rep1	GSM1570511	Batch_05_2013-07-02	ho_TASTPM	Cortex	NA	M	18_months	ho_TASTPM_18m_Ctx_rep1	GSE64398.3	NA	NA	NA	72_weeks	A	ho_TASTPM	Batch9_7/3/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_18m_Ctx_rep4	GSM1570488	Batch_05_2013-07-02	ho_TASTPM	Cortex	NA	M	18_months	ho_TASTPM_18m_Ctx_rep4	GSE64398.3	NA	NA	NA	72_weeks	H	ho_TASTPM	Batch9_7/3/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_18m_Ctx_rep5	GSM1570521	Batch_05_2013-07-02	ho_TASTPM	Cortex	NA	M	18_months	ho_TASTPM_18m_Ctx_rep5	GSE64398.3	NA	NA	NA	72_weeks	C	ho_TASTPM	Batch9_7/3/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_18m_Hipp_rep1	GSM1570261	Batch_01_2012-02-25	ho_TASTPM	Hippocampus	NA	M	18_months	ho_TASTPM_18m_Hipp_rep1	GSE64398.1	NA	NA	NA	72_weeks	B	ho_TASTPM	Batch2_2/27/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_18m_Hipp_rep2	GSM1570267	Batch_01_2012-02-25	ho_TASTPM	Hippocampus	NA	M	18_months	ho_TASTPM_18m_Hipp_rep2	GSE64398.1	NA	NA	NA	72_weeks	B	ho_TASTPM	Batch1_2/26/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_18m_Hipp_rep3	GSM1570289	Batch_01_2012-02-25	ho_TASTPM	Hippocampus	NA	M	18_months	ho_TASTPM_18m_Hipp_rep3	GSE64398.1	NA	NA	NA	72_weeks	B	ho_TASTPM	Batch1_2/26/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_2m_Cb_rep1	GSM1570467	Batch_03_2013-06-26	ho_TASTPM	Cerebellum	NA	M	2_months	ho_TASTPM_2m_Cb_rep1	GSE64398.2	NA	NA	NA	8_weeks	H	ho_TASTPM	Batch5_6/27/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_2m_Cb_rep2	GSM1570472	Batch_03_2013-06-26	ho_TASTPM	Cerebellum	NA	M	2_months	ho_TASTPM_2m_Cb_rep2	GSE64398.2	NA	NA	NA	8_weeks	F	ho_TASTPM	Batch5_6/27/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_2m_Cb_rep3	GSM1570476	Batch_03_2013-06-26	ho_TASTPM	Cerebellum	NA	M	2_months	ho_TASTPM_2m_Cb_rep3	GSE64398.2	NA	NA	NA	8_weeks	B	ho_TASTPM	Batch5_6/27/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_2m_Cb_rep4	GSM1570525	Batch_05_2013-07-02	ho_TASTPM	Cerebellum	NA	M	2_months	ho_TASTPM_2m_Cb_rep4	GSE64398.2	NA	NA	NA	8_weeks	G	ho_TASTPM	Batch9_7/3/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_2m_Ctx_rep1	GSM1570420	Batch_03_2013-06-26	ho_TASTPM	Cortex	NA	M	2_months	ho_TASTPM_2m_Ctx_rep1	GSE64398.3	NA	NA	NA	8_weeks	E	ho_TASTPM	Batch7_7/1/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_2m_Ctx_rep2	GSM1570332	Batch_04_2013-06-27	ho_TASTPM	Cortex	NA	M	2_months	ho_TASTPM_2m_Ctx_rep2	GSE64398.3	NA	NA	NA	8_weeks	H	ho_TASTPM	Batch7_7/1/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_2m_Ctx_rep3	GSM1570338	Batch_04_2013-06-27	ho_TASTPM	Cortex	NA	M	2_months	ho_TASTPM_2m_Ctx_rep3	GSE64398.3	NA	NA	NA	8_weeks	G	ho_TASTPM	Batch7_7/1/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_2m_Ctx_rep4	GSM1570347	Batch_04_2013-06-27	ho_TASTPM	Cortex	NA	M	2_months	ho_TASTPM_2m_Ctx_rep4	GSE64398.3	NA	NA	NA	8_weeks	H	ho_TASTPM	Batch7_7/1/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_2m_Hipp_rep1	GSM1570349	Batch_02_2013-03-04	ho_TASTPM	Hippocampus	NA	M	2_months	ho_TASTPM_2m_Hipp_rep1	GSE64398.1	NA	NA	NA	8_weeks	B	ho_TASTPM	Batch4_3/6/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_2m_Hipp_rep2	GSM1570356	Batch_02_2013-03-04	ho_TASTPM	Hippocampus	NA	M	2_months	ho_TASTPM_2m_Hipp_rep2	GSE64398.1	NA	NA	NA	8_weeks	B	ho_TASTPM	Batch4_3/6/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_2m_Hipp_rep3	GSM1570385	Batch_02_2013-03-04	ho_TASTPM	Hippocampus	NA	M	2_months	ho_TASTPM_2m_Hipp_rep3	GSE64398.1	NA	NA	NA	8_weeks	B	ho_TASTPM	Batch4_3/6/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_2m_Hipp_rep4	GSM1570401	Batch_02_2013-03-04	ho_TASTPM	Hippocampus	NA	M	2_months	ho_TASTPM_2m_Hipp_rep4	GSE64398.1	NA	NA	NA	8_weeks	B	ho_TASTPM	Batch4_3/6/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_4m_Cb_rep1	GSM1570437	Batch_04_2013-06-27	ho_TASTPM	Cerebellum	NA	M	4_months	ho_TASTPM_4m_Cb_rep1	GSE64398.2	NA	NA	NA	16_weeks	G	ho_TASTPM	Batch8_7/2/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_4m_Cb_rep2	GSM1570534	Batch_04_2013-06-27	ho_TASTPM	Cerebellum	NA	M	4_months	ho_TASTPM_4m_Cb_rep2	GSE64398.2	NA	NA	NA	16_weeks	A	ho_TASTPM	Batch8_7/2/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_4m_Cb_rep3	GSM1570555	Batch_04_2013-06-27	ho_TASTPM	Cerebellum	NA	M	4_months	ho_TASTPM_4m_Cb_rep3	GSE64398.2	NA	NA	NA	16_weeks	G	ho_TASTPM	Batch8_7/2/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_4m_Cb_rep4	GSM1570585	Batch_04_2013-06-27	ho_TASTPM	Cerebellum	NA	M	4_months	ho_TASTPM_4m_Cb_rep4	GSE64398.2	NA	NA	NA	16_weeks	H	ho_TASTPM	Batch9_7/3/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_4m_Ctx_rep1	GSM1570464	Batch_03_2013-06-26	ho_TASTPM	Cortex	NA	M	4_months	ho_TASTPM_4m_Ctx_rep1	GSE64398.3	NA	NA	NA	16_weeks	E	ho_TASTPM	Batch5_6/27/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_4m_Ctx_rep2	GSM1570469	Batch_03_2013-06-26	ho_TASTPM	Cortex	NA	M	4_months	ho_TASTPM_4m_Ctx_rep2	GSE64398.3	NA	NA	NA	16_weeks	C	ho_TASTPM	Batch5_6/27/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_4m_Ctx_rep3	GSM1570481	Batch_03_2013-06-26	ho_TASTPM	Cortex	NA	M	4_months	ho_TASTPM_4m_Ctx_rep3	GSE64398.3	NA	NA	NA	16_weeks	G	ho_TASTPM	Batch5_6/27/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_4m_Ctx_rep4	GSM1570523	Batch_05_2013-07-02	ho_TASTPM	Cortex	NA	M	4_months	ho_TASTPM_4m_Ctx_rep4	GSE64398.3	NA	NA	NA	16_weeks	E	ho_TASTPM	Batch9_7/3/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_4m_Hipp_rep1	GSM1570254	Batch_02_2013-03-04	ho_TASTPM	Hippocampus	NA	M	4_months	ho_TASTPM_4m_Hipp_rep1	GSE64398.1	NA	NA	NA	16_weeks	B	ho_TASTPM	Batch3_2/28/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_4m_Hipp_rep2	GSM1570275	Batch_02_2013-03-04	ho_TASTPM	Hippocampus	NA	M	4_months	ho_TASTPM_4m_Hipp_rep2	GSE64398.1	NA	NA	NA	16_weeks	B	ho_TASTPM	Batch3_2/28/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_4m_Hipp_rep3	GSM1570297	Batch_02_2013-03-04	ho_TASTPM	Hippocampus	NA	M	4_months	ho_TASTPM_4m_Hipp_rep3	GSE64398.1	NA	NA	NA	16_weeks	B	ho_TASTPM	Batch3_2/28/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_4m_Hipp_rep4	GSM1570393	Batch_02_2013-03-04	ho_TASTPM	Hippocampus	NA	M	4_months	ho_TASTPM_4m_Hipp_rep4	GSE64398.1	NA	NA	NA	16_weeks	B	ho_TASTPM	Batch4_3/6/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_8m_Cb_rep1	GSM1570548	Batch_04_2013-06-27	ho_TASTPM	Cerebellum	NA	M	8_months	ho_TASTPM_8m_Cb_rep1	GSE64398.2	NA	NA	NA	32_weeks	G	ho_TASTPM	Batch8_7/2/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_8m_Cb_rep2	GSM1570517	Batch_05_2013-07-02	ho_TASTPM	Cerebellum	NA	M	8_months	ho_TASTPM_8m_Cb_rep2	GSE64398.2	NA	NA	NA	32_weeks	G	ho_TASTPM	Batch9_7/3/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_8m_Cb_rep3	GSM1570522	Batch_05_2013-07-02	ho_TASTPM	Cerebellum	NA	M	8_months	ho_TASTPM_8m_Cb_rep3	GSE64398.2	NA	NA	NA	32_weeks	D	ho_TASTPM	Batch9_7/3/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_8m_Ctx_rep1	GSM1570312	Batch_03_2013-06-26	ho_TASTPM	Cortex	NA	M	8_months	ho_TASTPM_8m_Ctx_rep1	GSE64398.3	NA	NA	NA	32_weeks	C	ho_TASTPM	Batch5_6/27/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_8m_Ctx_rep2	GSM1570316	Batch_03_2013-06-26	ho_TASTPM	Cortex	NA	M	8_months	ho_TASTPM_8m_Ctx_rep2	GSE64398.3	NA	NA	NA	32_weeks	H	ho_TASTPM	Batch5_6/27/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_8m_Ctx_rep3	GSM1570412	Batch_03_2013-06-26	ho_TASTPM	Cortex	NA	M	8_months	ho_TASTPM_8m_Ctx_rep3	GSE64398.3	NA	NA	NA	32_weeks	E	ho_TASTPM	Batch5_6/27/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_8m_Ctx_rep4	GSM1570429	Batch_03_2013-06-26	ho_TASTPM	Cortex	NA	M	8_months	ho_TASTPM_8m_Ctx_rep4	GSE64398.3	NA	NA	NA	32_weeks	G	ho_TASTPM	Batch6_6/28/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_8m_Hipp_rep1	GSM1570363	Batch_01_2012-02-25	ho_TASTPM	Hippocampus	NA	M	8_months	ho_TASTPM_8m_Hipp_rep1	GSE64398.1	NA	NA	NA	32_weeks	B	ho_TASTPM	Batch2_2/27/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_8m_Hipp_rep2	GSM1570377	Batch_01_2012-02-25	ho_TASTPM	Hippocampus	NA	M	8_months	ho_TASTPM_8m_Hipp_rep2	GSE64398.1	NA	NA	NA	32_weeks	B	ho_TASTPM	Batch1_2/26/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_8m_Hipp_rep3	GSM1570282	Batch_02_2013-03-04	ho_TASTPM	Hippocampus	NA	M	8_months	ho_TASTPM_8m_Hipp_rep3	GSE64398.1	NA	NA	NA	32_weeks	B	ho_TASTPM	Batch3_2/28/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=ho_TASTPM_8m_Hipp_rep4	GSM1570370	Batch_02_2013-03-04	ho_TASTPM	Hippocampus	NA	M	8_months	ho_TASTPM_8m_Hipp_rep4	GSE64398.1	NA	NA	NA	32_weeks	B	ho_TASTPM	Batch3_2/28/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAS10_18m_Cb_rep1	GSM1570322	Batch_03_2013-06-26	TAS10	Cerebellum	NA	M	18_months	TAS10_18m_Cb_rep1	GSE64398.2	NA	NA	NA	72_weeks	F	TAS10	Batch5_6/27/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAS10_18m_Cb_rep2	GSM1570430	Batch_03_2013-06-26	TAS10	Cerebellum	NA	M	18_months	TAS10_18m_Cb_rep2	GSE64398.2	NA	NA	NA	72_weeks	H	TAS10	Batch6_6/28/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAS10_18m_Cb_rep3	GSM1570456	Batch_03_2013-06-26	TAS10	Cerebellum	NA	M	18_months	TAS10_18m_Cb_rep3	GSE64398.2	NA	NA	NA	72_weeks	E	TAS10	Batch7_7/1/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAS10_18m_Ctx_rep1	GSM1570443	Batch_04_2013-06-27	TAS10	Cortex	NA	M	18_months	TAS10_18m_Ctx_rep1	GSE64398.3	NA	NA	NA	72_weeks	G	TAS10	Batch9_7/3/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAS10_18m_Ctx_rep2	GSM1570539	Batch_04_2013-06-27	TAS10	Cortex	NA	M	18_months	TAS10_18m_Ctx_rep2	GSE64398.3	NA	NA	NA	72_weeks	F	TAS10	Batch8_7/2/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAS10_18m_Ctx_rep3	GSM1570545	Batch_04_2013-06-27	TAS10	Cortex	NA	M	18_months	TAS10_18m_Ctx_rep3	GSE64398.3	NA	NA	NA	72_weeks	D	TAS10	Batch8_7/2/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAS10_18m_Ctx_rep4	GSM1570579	Batch_04_2013-06-27	TAS10	Cortex	NA	M	18_months	TAS10_18m_Ctx_rep4	GSE64398.3	NA	NA	NA	72_weeks	A	TAS10	Batch9_7/3/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAS10_18m_Hipp_rep1	GSM1570271	Batch_01_2012-02-25	TAS10	Hippocampus	NA	M	18_months	TAS10_18m_Hipp_rep1	GSE64398.1	NA	NA	NA	72_weeks	F	TAS10	Batch1_2/26/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAS10_18m_Hipp_rep2	GSM1570381	Batch_01_2012-02-25	TAS10	Hippocampus	NA	M	18_months	TAS10_18m_Hipp_rep2	GSE64398.1	NA	NA	NA	72_weeks	F	TAS10	Batch1_2/26/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAS10_18m_Hipp_rep3	GSM1570286	Batch_02_2013-03-04	TAS10	Hippocampus	NA	M	18_months	TAS10_18m_Hipp_rep3	GSE64398.1	NA	NA	NA	72_weeks	F	TAS10	Batch3_2/28/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAS10_18m_Hipp_rep4	GSM1570300	Batch_02_2013-03-04	TAS10	Hippocampus	NA	M	18_months	TAS10_18m_Hipp_rep4	GSE64398.1	NA	NA	NA	72_weeks	E	TAS10	Batch3_2/28/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAS10_2m_Cb_rep1	GSM1570433	Batch_04_2013-06-27	TAS10	Cerebellum	NA	M	2_months	TAS10_2m_Cb_rep1	GSE64398.2	NA	NA	NA	8_weeks	C	TAS10	Batch8_7/2/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAS10_2m_Cb_rep2	GSM1570527	Batch_04_2013-06-27	TAS10	Cerebellum	NA	M	2_months	TAS10_2m_Cb_rep2	GSE64398.2	NA	NA	NA	8_weeks	A	TAS10	Batch8_7/2/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAS10_2m_Cb_rep3	GSM1570538	Batch_04_2013-06-27	TAS10	Cerebellum	NA	M	2_months	TAS10_2m_Cb_rep3	GSE64398.2	NA	NA	NA	8_weeks	E	TAS10	Batch8_7/2/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAS10_2m_Cb_rep4	GSM1570580	Batch_04_2013-06-27	TAS10	Cerebellum	NA	M	2_months	TAS10_2m_Cb_rep4	GSE64398.2	NA	NA	NA	8_weeks	B	TAS10	Batch9_7/3/2013	GSE64398.2
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAS10_2m_Ctx_rep1	GSM1570414	Batch_03_2013-06-26	TAS10	Cortex	NA	M	2_months	TAS10_2m_Ctx_rep1	GSE64398.3	NA	NA	NA	8_weeks	G	TAS10	Batch5_6/27/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAS10_2m_Ctx_rep2	GSM1570462	Batch_03_2013-06-26	TAS10	Cortex	NA	M	2_months	TAS10_2m_Ctx_rep2	GSE64398.3	NA	NA	NA	8_weeks	C	TAS10	Batch5_6/27/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAS10_2m_Ctx_rep3	GSM1570477	Batch_03_2013-06-26	TAS10	Cortex	NA	M	2_months	TAS10_2m_Ctx_rep3	GSE64398.3	NA	NA	NA	8_weeks	C	TAS10	Batch5_6/27/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAS10_2m_Ctx_rep4	GSM1570563	Batch_03_2013-06-26	TAS10	Cortex	NA	M	2_months	TAS10_2m_Ctx_rep4	GSE64398.3	NA	NA	NA	8_weeks	G	TAS10	Batch6_6/28/2013	GSE64398.3
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAS10_2m_Hipp_rep1	GSM1570260	Batch_02_2013-03-04	TAS10	Hippocampus	NA	M	2_months	TAS10_2m_Hipp_rep1	GSE64398.1	NA	NA	NA	8_weeks	H	TAS10	Batch3_2/28/2013	GSE64398.1
GSE64398_Biomat_0___BioAssayImplId=99999Name=TAS10_2m_Hipp_rep2	GSM1570281	Batch_02_2013-03-04	TAS10	Hippocampus	NA	M	2_months	TAS10_2m_Hipp_rep2	GSE64398.1	NA	NA	NA	8_weeks	H	TAS10	Batch3_2/28/2013	GSE64398.1
