ProbeName	geneSymbol	Description	LogRatio	pValue	pValueFDR	timepoint	regulation	phase
ILMN_3160486	2310037p21rik		-0.44	7.59e-05	0.00189	11m	down	late
ILMN_2704467	Smarcd1		-0.38	7.69e-05	0.00191	11m	down	late
ILMN_1223598	Srebp2		-0.42	7.78e-05	0.00193	11m	down	late
ILMN_2708107	Camk4		-0.44	7.82e-05	0.00194	11m	down	late
ILMN_2717814	C230009h10rik		-0.31	7.97e-05	0.00196	11m	down	late
ILMN_2620827	Neto1		-0.69	8.08e-05	0.00198	11m	down	late
ILMN_1245272	Insig1	Mus musculus insulin induced gene 1 (Insig1), mRNA.	-0.46	8.19e-05	0.002	11m	down	late
ILMN_1246165	8430415e04rik	Mus musculus RIKEN cDNA 8430415E04 gene (8430415E04Rik), mRNA.	-0.93	8.36e-05	0.00204	11m	down	late
ILMN_2971286	Ppp3ca	Mus musculus protein phosphatase 3, catalytic subunit, alpha isoform (Ppp3ca), mRNA.	-0.29	8.4e-05	0.00205	11m	down	late
ILMN_1236123	1110002e23rik		-0.41	8.58e-05	0.00208	11m	down	late
ILMN_2769786	Smarcd1		-0.4	8.56e-05	0.00208	11m	down	late
ILMN_2603693	B430201g11rik		-0.39	8.58e-05	0.00208	11m	down	late
ILMN_1258360	Efcbp1	Mus musculus EF hand calcium binding protein 1 (Efcbp1), mRNA.	-0.49	8.61e-05	0.00209	11m	down	late
ILMN_2717975	Tcf7	Mus musculus transcription factor 7, T-cell specific (Tcf7), mRNA.	-0.34	8.68e-05	0.0021	11m	down	late
ILMN_2681474	Lmtk2		-0.38	8.86e-05	0.00214	11m	down	late
ILMN_3007728	Heatr3	Mus musculus HEAT repeat containing 3 (Heatr3), mRNA.	-0.4	9.19e-05	0.00221	11m	down	late
ILMN_2652187	Cutl1		-0.38	9.43e-05	0.00226	11m	down	late
ILMN_2925433	Plch2	Mus musculus phospholipase C, eta 2 (Plch2), mRNA.	-0.44	9.48e-05	0.00227	11m	down	late
ILMN_2796420	Kcnv1	Mus musculus potassium channel, subfamily V, member 1 (Kcnv1), mRNA.	-0.55	9.8e-05	0.00233	11m	down	late
ILMN_1250696	Tpbg	Mus musculus trophoblast glycoprotein (Tpbg), mRNA.	-0.53	9.78e-05	0.00233	11m	down	late
ILMN_2810963	Camk2n1	Mus musculus calcium/calmodulin-dependent protein kinase II inhibitor 1 (Camk2n1), mRNA.	-0.39	9.99e-05	0.00237	11m	down	late
ILMN_1235047	3110009e18rik	Mus musculus RIKEN cDNA 3110009E18 gene (3110009E18Rik), mRNA.	-0.37	9.99e-05	0.00237	11m	down	late
ILMN_2623983	Egr2		-1.66	1e-04	0.00239	11m	down	late
ILMN_2930602	Doc2b	Mus musculus double C2, beta (Doc2b), mRNA.	-0.44	1e-04	0.0024	11m	down	late
ILMN_2703948	Jph3		-0.39	1e-04	0.00247	11m	down	late
ILMN_2601453	A130092j06rik	Mus musculus RIKEN cDNA A130092J06 gene (A130092J06Rik), mRNA.	-0.48	0.00011	0.00255	11m	down	late
ILMN_2619136	Pthlh	Mus musculus parathyroid hormone-like peptide (Pthlh), mRNA.	-0.43	0.00011	0.00256	11m	down	late
ILMN_2734624	Tdrkh		-0.37	0.00011	0.00257	11m	down	late
ILMN_1228822	Tsga14	Mus musculus testis specific gene A14 (Tsga14), mRNA.	-0.41	0.00011	0.00259	11m	down	late
ILMN_1229853	Arrb1		-0.35	0.00011	0.00261	11m	down	late
ILMN_1257630	1110012j17rik	Mus musculus RIKEN cDNA 1110012J17 gene (1110012J17Rik), mRNA.	-0.37	0.00011	0.00265	11m	down	late
ILMN_2935462	Scn2b	Mus musculus sodium channel, voltage-gated, type II, beta (Scn2b), mRNA.	-0.47	0.00012	0.00268	11m	down	late
ILMN_2926480	Diras2	Mus musculus DIRAS family, GTP-binding RAS-like 2 (Diras2), mRNA.	-0.44	0.00012	0.00268	11m	down	late
ILMN_1253269	6430517e21rik		-0.31	0.00012	0.00268	11m	down	late
ILMN_2673064	Ing1l	Mus musculus inhibitor of growth family, member 2 (Ing2), mRNA.	-0.43	0.00012	0.00272	11m	down	late
ILMN_1216568	4833446k15rik		-0.46	0.00012	0.00274	11m	down	late
ILMN_2733185	Cdc42ep3		-0.7	0.00012	0.00277	11m	down	late
ILMN_2600928	Ovgp1	Mus musculus oviductal glycoprotein 1 (Ovgp1), mRNA.	-0.43	0.00013	0.00293	11m	down	late
ILMN_2608858	Insl5	Mus musculus insulin-like 5 (Insl5), mRNA.	-0.31	0.00013	0.00299	11m	down	late
ILMN_2745993	Ece1		-0.4	0.00013	0.00303	11m	down	late
ILMN_2672903	Ephb1	Mus musculus Eph receptor B1 (Ephb1), mRNA.	-0.37	0.00014	0.00309	11m	down	late
ILMN_1240833	Baalc		-0.31	0.00014	0.00309	11m	down	late
ILMN_1244989	D14ertd171e		-0.37	0.00014	0.00318	11m	down	late
ILMN_2813186	Avpi1	Mus musculus arginine vasopressin-induced 1 (Avpi1), mRNA.	-0.37	0.00014	0.00321	11m	down	late
ILMN_2676481	Mir16	Mus musculus membrane interacting protein of RGS16 (Mir16), mRNA.	-0.36	0.00014	0.00321	11m	down	late
ILMN_2709179	2310005p05rik		-0.35	0.00014	0.00322	11m	down	late
ILMN_2615559	Dab2ip		-0.31	0.00014	0.00322	11m	down	late
ILMN_2624153	Hes5	Mus musculus hairy and enhancer of split 5 (Drosophila) (Hes5), mRNA.	-0.65	0.00014	0.00324	11m	down	late
ILMN_1246560	Syt12	Mus musculus synaptotagmin XII (Syt12), mRNA.	-0.43	0.00015	0.00326	11m	down	late
ILMN_1240346	Socs5	Mus musculus suppressor of cytokine signaling 5 (Socs5), mRNA.	-0.38	0.00015	0.00326	11m	down	late
ILMN_2738825	Acta1	Mus musculus actin, alpha 1, skeletal muscle (Acta1), mRNA.	-0.37	0.00015	0.00326	11m	down	late
ILMN_2665422	Afg3l1		-0.37	0.00015	0.00326	11m	down	late
ILMN_1226055	Kcnk2	Mus musculus potassium channel, subfamily K, member 2 (Kcnk2), mRNA.	-0.72	0.00015	0.00336	11m	down	late
ILMN_2753422	Gnao		-0.53	0.00015	0.00336	11m	down	late
ILMN_3109360	Plec1	Mus musculus plectin 1 (Plec1), transcript variant 11, mRNA.	-0.37	0.00015	0.00336	11m	down	late
ILMN_1238317	A830094i09rik		-0.43	0.00016	0.00342	11m	down	late
ILMN_2853122	B3gat1	Mus musculus beta-1,3-glucuronyltransferase 1 (glucuronosyltransferase P) (B3gat1), mRNA.	-0.31	0.00016	0.0035	11m	down	late
ILMN_3115242	Negr1	Mus musculus neuronal growth regulator 1 (Negr1), transcript variant 1, mRNA.	-0.49	0.00016	0.00353	11m	down	late
ILMN_1213290	Hdac5		-0.36	0.00016	0.00354	11m	down	late
ILMN_2706857	6720456b07rik	Mus musculus RIKEN cDNA 6720456B07 gene (6720456B07Rik), mRNA.	-0.4	0.00016	0.00355	11m	down	late
ILMN_1226606	Hspa5bp1		-0.42	0.00016	0.00356	11m	down	late
ILMN_2857580	Rarsl	Mus musculus arginyl-tRNA synthetase 2, mitochondrial (putative) (Rars2), mRNA.	-0.22	0.00016	0.00356	11m	down	late
ILMN_2701948	2810465f10rik		-0.51	0.00017	0.00368	11m	down	late
ILMN_1237518	Dgkg		-0.37	0.00017	0.00369	11m	down	late
ILMN_2746421	4121402d02rik	Mus musculus RIKEN cDNA 4121402D02 gene (4121402D02Rik), mRNA.	-0.36	0.00017	0.00369	11m	down	late
ILMN_1216110	Slc35d3		-0.61	0.00018	0.00379	11m	down	late
ILMN_2691345	Bcs1l	Mus musculus BCS1-like (yeast) (Bcs1l), mRNA.	-0.45	0.00018	0.00379	11m	down	late
ILMN_2659660	Foxp2	Mus musculus forkhead box P2 (Foxp2), transcript variant 2, mRNA.	-0.44	0.00018	0.00379	11m	down	late
ILMN_2705747	Brdt		-0.31	0.00018	0.0038	11m	down	late
ILMN_2695035	Pja2		-0.23	0.00018	0.00383	11m	down	late
ILMN_2608811	Cbr3	Mus musculus carbonyl reductase 3 (Cbr3), mRNA.	-0.45	0.00018	0.00386	11m	down	late
ILMN_1244364	Pnck	Mus musculus pregnancy upregulated non-ubiquitously expressed CaM kinase (Pnck), mRNA.	-0.37	0.00018	0.00388	11m	down	late
ILMN_1218612	Txnl4		-0.41	0.00018	0.00389	11m	down	late
ILMN_3057562	Adam22	Mus musculus a disintegrin and metallopeptidase domain 22 (Adam22), transcript variant 1, mRNA.	-0.34	0.00018	0.00393	11m	down	late
ILMN_2789425	Polb	Mus musculus polymerase (DNA directed), beta (Polb), mRNA.	-0.4	0.00019	0.00398	11m	down	late
ILMN_2803344	Tmem143	Mus musculus transmembrane protein 143 (Tmem143), mRNA.	-0.37	0.00019	0.00398	11m	down	late
ILMN_2723931	E2f6	Mus musculus E2F transcription factor 6 (E2f6), mRNA.	-0.3	0.00019	0.00399	11m	down	late
ILMN_1216597	Slc25a25	Mus musculus solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25 (Slc25a25), mRNA.	-0.45	0.00019	0.004	11m	down	late
ILMN_1219643	Slc24a4		-0.42	0.00019	0.004	11m	down	late
ILMN_2453620	Ube2g1		-0.34	0.00019	0.004	11m	down	late
ILMN_1216142	Map19		-0.33	0.00019	0.00401	11m	down	late
ILMN_2696270	Pnkp		-0.28	0.00019	0.00402	11m	down	late
ILMN_2669714	Pltp		-0.72	0.00019	0.00404	11m	down	late
ILMN_2732601	6330406p08rik		-0.56	2e-04	0.00411	11m	down	late
ILMN_2763679	Sipa1l1		-0.4	2e-04	0.00415	11m	down	late
ILMN_1223516	E130309f12rik	Mus musculus RIKEN cDNA E130309F12 gene (E130309F12Rik), mRNA.	-0.32	2e-04	0.00415	11m	down	late
ILMN_3163283	Zfp533	Mus musculus zinc finger protein 533 (Zfp533), mRNA.	-0.35	2e-04	0.00417	11m	down	late
ILMN_2898578	Atp6v1c2	Mus musculus ATPase, H+ transporting, lysosomal V1 subunit C2 (Atp6v1c2), mRNA.	-0.37	2e-04	0.00421	11m	down	late
ILMN_3000080	1110038d17rik	Mus musculus RIKEN cDNA 1110038D17 gene (1110038D17Rik), mRNA.	-0.36	2e-04	0.00422	11m	down	late
ILMN_1218474	E130309f12rik	Mus musculus RIKEN cDNA E130309F12 gene (E130309F12Rik), mRNA.	-0.47	0.00021	0.00429	11m	down	late
ILMN_3163419	Shf	Mus musculus Src homology 2 domain containing F (Shf), mRNA.	-0.44	0.00021	0.0043	11m	down	late
ILMN_2520032	Zdhhc12		-0.42	0.00021	0.00433	11m	down	late
ILMN_3064283	Pde4dip	Mus musculus phosphodiesterase 4D interacting protein (myomegalin) (Pde4dip), transcript variant 1, mRNA.	-0.32	0.00021	0.0044	11m	down	late
ILMN_1239494	Mbtps1	Mus musculus membrane-bound transcription factor peptidase, site 1 (Mbtps1), mRNA.	-0.4	0.00022	0.00444	11m	down	late
ILMN_1216021	Ttyh1	Mus musculus tweety homolog 1 (Drosophila) (Ttyh1), transcript variant 2, mRNA.	-0.28	0.00022	0.00453	11m	down	late
ILMN_1255927	Ubtf		-0.4	0.00022	0.00461	11m	down	late
ILMN_1231468	1700030j22rik		-0.35	0.00022	0.00461	11m	down	late
ILMN_2596412	Copg		-0.33	0.00023	0.00462	11m	down	late
ILMN_2718204	Scgf		-0.31	0.00023	0.00462	11m	down	late
ILMN_1246734	Osbp2		-0.41	0.00023	0.00464	11m	down	late
ILMN_2716146	Chga	Mus musculus chromogranin A (Chga), mRNA.	-0.49	0.00023	0.00468	11m	down	late
ILMN_3127066	Mark2	Mus musculus MAP/microtubule affinity-regulating kinase 2 (Mark2), transcript variant 1, mRNA.	-0.35	0.00023	0.00468	11m	down	late
ILMN_1216308	Zfp574	Mus musculus zinc finger protein 574 (Zfp574), mRNA.	-0.33	0.00023	0.00476	11m	down	late
ILMN_2914271	Araf	Mus musculus v-raf murine sarcoma 3611 viral oncogene homolog (Araf), mRNA.	-0.32	0.00024	0.00492	11m	down	late
ILMN_1238893	2810038k19rik		-0.37	0.00024	0.00495	11m	down	late
ILMN_2653265	H2-ke6	Mus musculus H2-K region expressed gene 6 (H2-Ke6), mRNA.	-0.31	0.00025	0.00498	11m	down	late
ILMN_2813484	Per1	Mus musculus period homolog 1 (Drosophila) (Per1), mRNA.	-0.72	0.00025	0.00499	11m	down	late
ILMN_2878071	Lyz	Mus musculus lysozyme (Lyz), mRNA.	2.7	2.2e-20	2.48e-16	11m	up	late
ILMN_2470646	Wt1		1.38	4.9e-20	3.15e-16	11m	up	late
ILMN_3074952	Copg	Mus musculus coatomer protein complex, subunit gamma (Copg), transcript variant 2, mRNA.	1.26	2.13e-19	1.09e-15	11m	up	late
ILMN_2702303	Ch25h	Mus musculus cholesterol 25-hydroxylase (Ch25h), mRNA.	1.58	6.51e-19	2.39e-15	11m	up	late
ILMN_1252076	Lyzs		2.62	2.24e-18	6.39e-15	11m	up	late
ILMN_1214715	Gfap		2.14	1.24e-17	2.65e-14	11m	up	late
ILMN_1233848	Loc381795		1.18	3.42e-17	5.86e-14	11m	up	late
ILMN_1225376	Smoc1	Mus musculus SPARC related modular calcium binding 1 (Smoc1), mRNA.	1.25	3.37e-17	5.86e-14	11m	up	late
ILMN_2939012	1500012f01rik	Mus musculus RIKEN cDNA 1500012F01 gene (1500012F01Rik), mRNA.	1.17	9.76e-17	1.44e-13	11m	up	late
ILMN_3049559	C4b	Mus musculus complement component 4B (Childo blood group) (C4b), mRNA. XM_921663 XM_921673 XM_921676 XM_921678	1.8	2.03e-15	2.09e-12	11m	up	late
ILMN_1240165	Acy3	Mus musculus aspartoacylase (aminoacylase) 3 (Acy3), mRNA.	1	2.21e-14	1.67e-11	11m	up	late
ILMN_1223317	Lgals3	Mus musculus lectin, galactose binding, soluble 3 (Lgals3), mRNA.	1.4	2.84e-14	2.03e-11	11m	up	late
ILMN_2960325	Ctse	Mus musculus cathepsin E (Ctse), mRNA.	0.74	3.82e-14	2.51e-11	11m	up	late
ILMN_2631994	Clp1		1	7.51e-14	4.39e-11	11m	up	late
ILMN_3122383	Otud7b	Mus musculus OTU domain containing 7B (Otud7b), transcript variant 1, mRNA.	0.79	2.69e-13	1.26e-10	11m	up	late
ILMN_2925895	Bc006662	Mus musculus cDNA sequence BC006662 (BC006662), mRNA.	0.88	7.2e-13	3.08e-10	11m	up	late
ILMN_2879759	Tagap	Mus musculus T-cell activation Rho GTPase-activating protein (Tagap), mRNA.	0.69	2.2e-12	7.77e-10	11m	up	late
ILMN_2939681	Lyzs	Mus musculus lysozyme (Lyzs), mRNA.	1.12	3.27e-12	1.06e-09	11m	up	late
ILMN_1223168	Cdc23		0.74	3.42e-12	1.1e-09	11m	up	late
ILMN_1246800	Serpina3n	Mus musculus serine (or cysteine) peptidase inhibitor, clade A, member 3N (Serpina3n), mRNA.	1.4	4.82e-12	1.48e-09	11m	up	late
ILMN_2699052	Nrn1	Mus musculus neuritin 1 (Nrn1), mRNA.	2.66	6.54e-12	2e-09	11m	up	late
ILMN_1241695	Ms4a6d		0.91	7.21e-12	2.11e-09	11m	up	late
ILMN_2451022	Vim	Mus musculus vimentin (Vim), mRNA.	1.19	7.88e-12	2.25e-09	11m	up	late
ILMN_3155363	Ppl	Mus musculus periplakin (Ppl), mRNA.	0.85	1.18e-11	3.12e-09	11m	up	late
ILMN_1217328	Hoxc6		1.01	2.27e-11	5.45e-09	11m	up	late
ILMN_2595973	Grn	Mus musculus granulin (Grn), mRNA.	0.77	3.55e-11	8e-09	11m	up	late
ILMN_3162060	Mgc99845	Mus musculus predicted gene, EG574403 (EG574403), mRNA.	0.94	5.79e-11	1.2e-08	11m	up	late
ILMN_1223257	Ccl4		1.14	9.7e-11	1.89e-08	11m	up	late
ILMN_2599794	Apoc1	Mus musculus apolipoprotein C-I (Apoc1), mRNA.	1.13	1.01e-10	1.95e-08	11m	up	late
ILMN_2600465	Phactr4	Mus musculus phosphatase and actin regulator 4 (Phactr4), mRNA.	0.87	1.09e-10	2.07e-08	11m	up	late
ILMN_2678421	Pcolce2		0.92	1.11e-10	2.07e-08	11m	up	late
ILMN_3163063	Bnip2	Mus musculus BCL2/adenovirus E1B interacting protein 1, NIP2 (Bnip2), transcript variant alpha, mRNA.	0.68	1.14e-10	2.11e-08	11m	up	late
ILMN_2696171	D830014e11rik	Mus musculus RIKEN cDNA D830014E11 gene (D830014E11Rik), mRNA.	0.6	1.47e-10	2.67e-08	11m	up	late
ILMN_2690603	Spp1 (osteopontin)	Mus musculus secreted phosphoprotein 1 (Spp1), mRNA.	2.36	1.91e-10	3.41e-08	11m	up	late
ILMN_2914843	Psmb10	Mus musculus proteasome (prosome, macropain) subunit, beta type 10 (Psmb10), mRNA.	0.82	2.29e-10	3.93e-08	11m	up	late
ILMN_1253919	Ccl3		0.61	3.12e-10	5.17e-08	11m	up	late
ILMN_2707967	Man2b1		0.88	3.49e-10	5.57e-08	11m	up	late
ILMN_1228469	Apoc1	Mus musculus apolipoprotein C-I (Apoc1), mRNA.	0.86	5.15e-10	7.78e-08	11m	up	late
ILMN_3154007	Copg	Mus musculus coatomer protein complex, subunit gamma (Copg), transcript variant 2, mRNA.	0.87	6.61e-10	9.7e-08	11m	up	late
ILMN_2986309	Psme1	Mus musculus proteasome (prosome, macropain) 28 subunit, alpha (Psme1), mRNA.	0.71	6.98e-10	1.01e-07	11m	up	late
ILMN_2913989	Aa407270	Mus musculus expressed sequence AA407270 (AA407270), mRNA.	0.54	8.6e-10	1.21e-07	11m	up	late
ILMN_2639397	Dhrs1	Mus musculus dehydrogenase/reductase (SDR family) member 1 (Dhrs1), mRNA.	0.63	1e-09	1.31e-07	11m	up	late
ILMN_2708203	Cdkn1c	Mus musculus cyclin-dependent kinase inhibitor 1C (P57) (Cdkn1c), mRNA.	1.13	1.27e-09	1.65e-07	11m	up	late
ILMN_2712120	S100a6		0.93	1.28e-09	1.67e-07	11m	up	late
ILMN_2838317	Pqlc3	Mus musculus PQ loop repeat containing (Pqlc3), mRNA.	0.72	1.5e-09	1.92e-07	11m	up	late
ILMN_2860479	Arpc1b	Mus musculus actin related protein 2/3 complex, subunit 1B (Arpc1b), mRNA.	0.64	1.62e-09	2.04e-07	11m	up	late
ILMN_2588249	Plin4 (s3-12)	Mus musculus plasma membrane associated protein, S3-12 (S3-12), mRNA.	2.59	1.66e-09	2.07e-07	11m	up	late
ILMN_1245585	Nkx6-1		0.67	1.9e-09	2.32e-07	11m	up	late
ILMN_2515784	Tm4sf6		0.59	2e-09	2.45e-07	11m	up	late
ILMN_2600043	Slc35a5	Mus musculus solute carrier family 35, member A5 (Slc35a5), mRNA.	0.58	2.47e-09	2.91e-07	11m	up	late
ILMN_2635229	Thbs2	Mus musculus thrombospondin 2 (Thbs2), mRNA.	0.71	2.8e-09	3.27e-07	11m	up	late
ILMN_1250410	Prkr	Mus musculus eukaryotic translation initiation factor 2-alpha kinase 2 (Eif2ak2), mRNA.	0.69	2.86e-09	3.31e-07	11m	up	late
ILMN_2683986	D930010j01rik	Mus musculus RIKEN cDNA D930010J01 gene (D930010J01Rik), mRNA.	0.75	3e-09	3.44e-07	11m	up	late
ILMN_2781938	Tram1	Mus musculus translocating chain-associating membrane protein 1 (Tram1), mRNA.	0.59	3.2e-09	3.61e-07	11m	up	late
ILMN_1240598	Bc034054		0.81	3.57e-09	3.97e-07	11m	up	late
ILMN_2687854	1300018j18rik		0.62	3.6e-09	3.98e-07	11m	up	late
ILMN_1215147	Fbl	Mus musculus fibrillarin (Fbl), mRNA.	0.64	3.86e-09	4.22e-07	11m	up	late
ILMN_3090793	Nfyc	Mus musculus nuclear transcription factor-Y gamma (Nfyc), transcript variant 1, mRNA.	0.51	5.85e-09	6.18e-07	11m	up	late
ILMN_1218761	Lzts2	Mus musculus leucine zipper, putative tumor suppressor 2 (Lzts2), mRNA.	0.82	8.07e-09	8.18e-07	11m	up	late
ILMN_2653567	Rhoj		0.77	8.88e-09	8.86e-07	11m	up	late
ILMN_2757870	Psmb10	Mus musculus proteasome (prosome, macropain) subunit, beta type 10 (Psmb10), mRNA.	0.83	1e-08	9.8e-07	11m	up	late
ILMN_1237302	Pcdh20		1.14	1.22e-08	1.19e-06	11m	up	late
ILMN_2846194	Echdc2	Mus musculus enoyl Coenzyme A hydratase domain containing 2 (Echdc2), mRNA.	0.75	1.4e-08	1.34e-06	11m	up	late
ILMN_2749686	Cdc37l1	Mus musculus cell division cycle 37 homolog (S. cerevisiae)-like 1 (Cdc37l1), mRNA.	0.7	1.61e-08	1.51e-06	11m	up	late
ILMN_1217309	Tax1bp3		0.57	1.65e-08	1.53e-06	11m	up	late
ILMN_2701233	Fgf1		0.63	1.86e-08	1.71e-06	11m	up	late
ILMN_2746000	1110064p04rik		0.45	2.1e-08	1.89e-06	11m	up	late
ILMN_3027751	Sorbs1	Mus musculus sorbin and SH3 domain containing 1 (Sorbs1), transcript variant 5, mRNA.	0.6	2.24e-08	2.01e-06	11m	up	late
ILMN_2680142	Anxa5	Mus musculus annexin A5 (Anxa5), mRNA.	0.57	2.29e-08	2.04e-06	11m	up	late
ILMN_2681516	Slc39a6		0.6	2.31e-08	2.06e-06	11m	up	late
ILMN_2707834	Rpl13a		0.53	2.33e-08	2.07e-06	11m	up	late
ILMN_1254786	Ech1	Mus musculus enoyl coenzyme A hydratase 1, peroxisomal (Ech1), mRNA.	0.53	2.42e-08	2.13e-06	11m	up	late
ILMN_2956932	Acadvl	Mus musculus acyl-Coenzyme A dehydrogenase, very long chain (Acadvl), mRNA.	0.56	2.84e-08	2.45e-06	11m	up	late
ILMN_2616000	5730449l18rik	Mus musculus RIKEN cDNA 5730449L18 gene (5730449L18Rik), mRNA.	0.5	3.1e-08	2.65e-06	11m	up	late
ILMN_1221703	Abca7	Mus musculus ATP-binding cassette, sub-family A (ABC1), member 7 (Abca7), mRNA.	0.8	3.19e-08	2.71e-06	11m	up	late
ILMN_1250279	Serpinb6a		0.52	3.81e-08	3.18e-06	11m	up	late
ILMN_2657516	1110020c13rik	Mus musculus proline rich 13 (Prr13), mRNA.	0.66	3.81e-08	3.18e-06	11m	up	late
ILMN_2640883	Nde1		0.64	3.9e-08	3.23e-06	11m	up	late
ILMN_2699556	Msrb2	Mus musculus methionine sulfoxide reductase B2 (Msrb2), mRNA.	0.54	4.09e-08	3.38e-06	11m	up	late
ILMN_2763051	Hps6	Mus musculus Hermansky-Pudlak syndrome 6 (Hps6), mRNA.	0.47	4.35e-08	3.58e-06	11m	up	late
ILMN_2595597	Anln	Mus musculus anillin, actin binding protein (scraps homolog, Drosophila) (Anln), mRNA.	0.76	4.44e-08	3.64e-06	11m	up	late
ILMN_1215218	Bc008155		0.45	4.97e-08	3.98e-06	11m	up	late
ILMN_2805339	Hspb6	Mus musculus heat shock protein, alpha-crystallin-related, B6 (Hspb6), mRNA.	0.68	5.46e-08	4.34e-06	11m	up	late
ILMN_3159720	Rin2	Mus musculus Ras and Rab interactor 2 (Rin2), mRNA.	0.69	5.65e-08	4.47e-06	11m	up	late
ILMN_2946901	Slc25a38	Mus musculus solute carrier family 25, member 38 (Slc25a38), mRNA.	0.48	6.13e-08	4.81e-06	11m	up	late
ILMN_2855334	Gusb	Mus musculus glucuronidase, beta (Gusb), mRNA.	0.64	6.28e-08	4.91e-06	11m	up	late
ILMN_3055230	Rasgrf1	Mus musculus RAS protein-specific guanine nucleotide-releasing factor 1 (Rasgrf1), transcript variant 2, mRNA.	0.6	6.88e-08	5.32e-06	11m	up	late
ILMN_2663258	Clecsf12		0.46	7.47e-08	5.72e-06	11m	up	late
ILMN_2990229	3300001g02rik	Mus musculus RIKEN cDNA 3300001G02 gene (3300001G02Rik), mRNA.	0.54	7.6e-08	5.78e-06	11m	up	late
ILMN_3154820	St5		0.49	8.17e-08	6.08e-06	11m	up	late
ILMN_2650911	Atp6v0e		0.54	8.34e-08	6.17e-06	11m	up	late
ILMN_2726471	En2		0.56	8.8e-08	6.5e-06	11m	up	late
ILMN_2983516	Slc11a1	Mus musculus solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1 (Slc11a1), mRNA.	0.61	8.86e-08	6.51e-06	11m	up	late
ILMN_2957113	Ercc3	Mus musculus excision repair cross-complementing rodent repair deficiency, complementation group 3 (Ercc3), mRNA.	0.57	9.47e-08	6.82e-06	11m	up	late
ILMN_2733356	2310067e08rik	Mus musculus endonuclease domain containing 1 (Endod1), mRNA.	0.62	9.64e-08	6.88e-06	11m	up	late
ILMN_2733733	Tlr2	Mus musculus toll-like receptor 2 (Tlr2), mRNA.	0.61	9.71e-08	6.91e-06	11m	up	late
ILMN_1242456	D330024h06rik		0.53	1.12e-07	7.86e-06	11m	up	late
ILMN_2610771	Net1		0.61	1.13e-07	7.88e-06	11m	up	late
ILMN_2742075	Cd14		0.58	1.16e-07	8.06e-06	11m	up	late
ILMN_1250001	4930583h14rik	Mus musculus RIKEN cDNA 4930583H14 gene (4930583H14Rik), mRNA.	0.43	1.21e-07	8.3e-06	11m	up	late
ILMN_2492403	Cd151		0.61	1.32e-07	8.94e-06	11m	up	late
ILMN_2983228	Ss18	Mus musculus synovial sarcoma translocation, Chromosome 18 (Ss18), mRNA.	0.55	1.37e-07	9.21e-06	11m	up	late
ILMN_2945588	Nde1	Mus musculus nuclear distribution gene E homolog 1 (A nidulans) (Nde1), mRNA.	0.67	1.37e-07	9.21e-06	11m	up	late
ILMN_2694962	Pcsk7		0.53	1.4e-07	9.35e-06	11m	up	late
ILMN_1234930	Wbscr24	Mus musculus vacuolar protein sorting 37D (yeast) (Vps37d), mRNA.	0.56	1.47e-07	9.74e-06	11m	up	late
ILMN_1258526	Lgals3bp		0.74	1.49e-07	9.86e-06	11m	up	late
ILMN_2653132	Clecsf12		0.57	1.5e-07	9.89e-06	11m	up	late
ILMN_2701543	Aw456874		0.57	1.53e-07	1.01e-05	11m	up	late
ILMN_2623280	Osmr	Mus musculus oncostatin M receptor (Osmr), mRNA.	0.58	1.57e-07	1.02e-05	11m	up	late
ILMN_2665008	1700093e07rik	Mus musculus RAB31, member RAS oncogene family (Rab31), mRNA.	0.56	1.63e-07	1.05e-05	11m	up	late
ILMN_2671204	Psme1	Mus musculus proteasome (prosome, macropain) 28 subunit, alpha (Psme1), mRNA.	0.67	1.64e-07	1.06e-05	11m	up	late
ILMN_2589790	Stat3		0.55	1.68e-07	1.08e-05	11m	up	late
ILMN_2671436	2700091n06rik	Mus musculus coiled-coil domain containing 77 (Ccdc77), mRNA.	0.46	1.83e-07	1.16e-05	11m	up	late
ILMN_1238227	Rpl23	Mus musculus ribosomal protein L23 (Rpl23), mRNA.	0.52	2.01e-07	1.26e-05	11m	up	late
ILMN_1245528	M6prbp1	Mus musculus mannose-6-phosphate receptor binding protein 1 (M6prbp1), mRNA.	0.51	2.04e-07	1.27e-05	11m	up	late
ILMN_1253304	Stmn2		0.63	2.03e-07	1.27e-05	11m	up	late
ILMN_3048503	Nipbl	Mus musculus Nipped-B homolog (Drosophila) (Nipbl), transcript variant A, mRNA.	0.41	2.17e-07	1.34e-05	11m	up	late
ILMN_1259322	Pdk4		0.77	2.17e-07	1.34e-05	11m	up	late
ILMN_1260456	Hsd3b7		0.55	2.25e-07	1.36e-05	11m	up	late
ILMN_2999447	1700123o20rik	Mus musculus RIKEN cDNA 1700123O20 gene (1700123O20Rik), mRNA.	0.58	2.23e-07	1.36e-05	11m	up	late
ILMN_2754698	Cd84	Mus musculus CD84 antigen (Cd84), mRNA.	0.43	2.32e-07	1.4e-05	11m	up	late
ILMN_2860480	Arpc1b	Mus musculus actin related protein 2/3 complex, subunit 1B (Arpc1b), mRNA.	0.54	2.56e-07	1.53e-05	11m	up	late
