Sample	cell_type	PC1	PC1_scaled	group	adj_p_all	adj_p_wt	dataset	keyword	disease	significance	brain_cells	plot_title	Study	outlier	Model_types
GSE64398_ho_TASTPM_18m_Hipp_rep2	Microglia	13.0411254358634	0.828465471158709	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	glia	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_ho_TASTPM_18m_Hipp_rep3	Microglia	13.5652302964532	0.847579370193942	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	glia	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_TAS10_18m_Hipp_rep1	Microglia	-1.34650136926358	0.303754355523712	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	glia	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_TAS10_18m_Hipp_rep2	Microglia	-0.328087734114927	0.340895502004264	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	glia	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_TAS10_18m_Hipp_rep3	Microglia	-0.649673914071118	0.329167379948897	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	glia	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_TAS10_18m_Hipp_rep4	Microglia	0.372055151170806	0.366429438866685	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	glia	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_TAU_18m_Hipp_rep3	Microglia	17.7446179131955	0.999999999999998	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	glia	AD late	GSE64398	GSE64398_TAU_18m_Hipp_rep3	NA
GSE64398_ho_TASTPM_4m_Hipp_rep1	Microglia	0.433783375441421	0.36868064303412	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	glia	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_ho_TASTPM_4m_Hipp_rep2	Microglia	-1.28950726149619	0.305832908316073	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	glia	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_ho_TASTPM_4m_Hipp_rep3	Microglia	2.17676527069569	0.432246510232216	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	glia	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_ho_TASTPM_4m_Hipp_rep4	Microglia	-2.00186782157788	0.279853397638076	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	glia	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_het_TASTPM_8m_Hipp_rep1	Microglia	1.63956088903797	0.412654876793185	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	glia	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_het_TASTPM_8m_Hipp_rep2	Microglia	4.54599473799983	0.518651381155159	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	glia	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_het_TASTPM_8m_Hipp_rep3	Microglia	0.924991477626365	0.386594810172134	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	glia	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_het_TASTPM_8m_Hipp_rep4	Microglia	-3.49771651326007	0.225300381601128	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	glia	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_ho_TASTPM_8m_Hipp_rep1	Microglia	13.3860234627947	0.841043767144743	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	glia	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_ho_TASTPM_8m_Hipp_rep2	Microglia	8.01926396576562	0.645320149819097	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	glia	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_ho_TASTPM_8m_Hipp_rep3	Microglia	15.7078364380617	0.925719377170576	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	glia	AD late	GSE64398	GSE64398_ho_TASTPM_8m_Hipp_rep3	Amyloid transgenic models
GSE64398_ho_TASTPM_8m_Hipp_rep4	Microglia	14.2721984642605	0.873362222437262	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	glia	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_TAS10_8m_Hipp_rep1	Microglia	-5.80910809060404	0.141004835876707	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	glia	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_TAS10_8m_Hipp_rep2	Microglia	-5.04900779845925	0.168725395888984	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	glia	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_TAS10_8m_Hipp_rep3	Microglia	-4.85390692736836	0.175840648259513	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	glia	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_TAU_8m_Hipp_rep1	Microglia	-3.5553733836382	0.223197658115879	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	glia	AD late	GSE64398	NA	TAU transgenic models
GSE64398_TAU_8m_Hipp_rep2	Microglia	-4.80493755170997	0.177626542214207	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	glia	AD late	GSE64398	NA	TAU transgenic models
GSE64398_TAU_8m_Hipp_rep3	Microglia	-3.51794945210062	0.224562494244485	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	glia	AD late	GSE64398	NA	TAU transgenic models
GSE64398_TAU_8m_Hipp_rep4	Microglia	-2.4873996908461	0.26214624049182	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	glia	AD late	GSE64398	NA	TAU transgenic models
GSE14499_Hippocampus,GFP,rep1	Microglia_activation	4.54939395915268	0.511760140028377	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE14499	GSE14499_Hippocampus,GFP,rep1	Amyloid transgenic models
GSE14499_Hippocampus,GFP,rep2	Microglia_activation	-0.821402696112971	0.253352362508312	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE14499	NA	Amyloid transgenic models
GSE14499_Hippocampus,APP,GFP,rep1	Microglia_activation	1.13908317811952	0.347678182333051	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE14499	NA	Amyloid transgenic models
GSE14499_Hippocampus,APP,GFP,rep2	Microglia_activation	2.47275621138414	0.411845848060345	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE14499	NA	Amyloid transgenic models
GSE14499_Hippocampus,APP,GFP,rep3	Microglia_activation	0.165291738141456	0.300825676471358	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE14499	NA	Amyloid transgenic models
GSE14499_Hippocampus,APP,GFP,rep4	Microglia_activation	-3.48061879271033	0.125408192290362	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE14499	NA	Amyloid transgenic models
GSE15056_wt_rep1	Microglia_activation	-0.872715725389698	0.250883513526622	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE15056	NA	Amyloid transgenic models
GSE15056_wt_rep2	Microglia_activation	-1.39833863920821	0.225593960096909	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE15056	NA	Amyloid transgenic models
GSE15056_Tg2576_rep1	Microglia_activation	0.488734492222017	0.316387636568094	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE15056	NA	Amyloid transgenic models
GSE15056_Tg2576_rep2	Microglia_activation	1.11709358385749	0.346620186183402	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE15056	NA	Amyloid transgenic models
GSE1556_12moControl.1	Microglia_activation	0.0595204325314561	0.295736649691453	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE1556	NA	Amyloid transgenic models
GSE1556_12moControl.2	Microglia_activation	-2.15389553310309	0.189241480144066	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE1556	NA	Amyloid transgenic models
GSE1556_12moAPPSw.1	Microglia_activation	-0.438866388276909	0.27175751978265	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE1556	NA	Amyloid transgenic models
GSE1556_12moAPPSw.2	Microglia_activation	-0.121321040943561	0.287035735051849	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE1556	NA	Amyloid transgenic models
GSE50521_eIF2+_S51A1	Microglia_activation	-4.64608220549706	0.0693336786548668	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE50521	NA	Amyloid transgenic models
GSE50521_eIF2+_S51A2	Microglia_activation	-5.88006963324172	0.00996223542985284	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE50521	NA	Amyloid transgenic models
GSE50521_eIF2+_S51A3	Microglia_activation	-4.45621877011175	0.0784686713792963	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE50521	NA	Amyloid transgenic models
GSE50521_WT1	Microglia_activation	-4.66475494619306	0.0684352679100228	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE50521	NA	Amyloid transgenic models
GSE50521_WT2	Microglia_activation	-6.08712663918446	-1.28200093696141e-16	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE50521	NA	Amyloid transgenic models
GSE50521_WT3	Microglia_activation	-5.6380499450796	0.02160664756241	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE50521	NA	Amyloid transgenic models
GSE50521_5xFAD;eIF2+_S51A1	Microglia_activation	5.1170993213602	0.539074426967623	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE50521	NA	Amyloid transgenic models
GSE50521_5xFAD;eIF2+_S51A2	Microglia_activation	5.21205308876012	0.543642984218234	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE50521	NA	Amyloid transgenic models
GSE50521_5xFAD;eIF2+_S51A3	Microglia_activation	7.60535270231428	0.658792984073808	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE50521	NA	Amyloid transgenic models
GSE50521_5xFAD1	Microglia_activation	2.59603189819143	0.417777071730655	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE50521	NA	Amyloid transgenic models
GSE50521_5xFAD2	Microglia_activation	5.63569989750321	0.5640261112155	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE50521	NA	Amyloid transgenic models
GSE50521_5xFAD3	Microglia_activation	3.13723017930315	0.443816010457305	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE50521	NA	Amyloid transgenic models
GSE52022_4mon_WT_rep1	Microglia_activation	-0.250780486915893	0.280806989139473	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE52022	NA	Amyloid transgenic models
GSE52022_4mon_WT_rep2	Microglia_activation	-3.63040295842752	0.118201553153741	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE52022	NA	Amyloid transgenic models
GSE52022_4mon_5XFAD_rep1	Microglia_activation	1.8138017887293	0.380141250255789	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE52022	NA	Amyloid transgenic models
GSE52022_4mon_5XFAD_rep2	Microglia_activation	1.16105032000406	0.348735098220434	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE52022	NA	Amyloid transgenic models
GSE53480_WT_rep1	Microglia_activation	-4.35893385073672	0.0831493884899083	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE53480	NA	TAU transgenic models
GSE53480_WT_rep2	Microglia_activation	-3.80629266029604	0.109738885533668	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE53480	NA	TAU transgenic models
GSE53480_WT_rep3	Microglia_activation	-3.37050428248707	0.130706185807135	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE53480	NA	TAU transgenic models
GSE53480_WT_rep4	Microglia_activation	-4.96871844994518	0.0538105225522202	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE53480	NA	TAU transgenic models
GSE53480_Tg4510_rep1	Microglia_activation	2.41430538192612	0.409033574592564	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE53480	NA	TAU transgenic models
GSE53480_Tg4510_rep2	Microglia_activation	3.86742777665661	0.478948366119589	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE53480	NA	TAU transgenic models
GSE53480_Tg4510_rep3	Microglia_activation	3.68349305133711	0.470098624334639	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE53480	NA	TAU transgenic models
GSE53480_Tg4510_rep4	Microglia_activation	4.96965637177184	0.531980431912573	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE53480	NA	TAU transgenic models
GSE63617_15m_hp_VH_rep1	Microglia_activation	-0.187320226707783	0.283860283809482	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE63617	NA	Other models
GSE63617_15m_hp_VH_rep2	Microglia_activation	-0.315638865930752	0.277686426092583	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE63617	NA	Other models
GSE63617_15m_hp_VH_rep3	Microglia_activation	0.426855288818065	0.313410412060693	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE63617	NA	Other models
GSE63617_15m_hp_VH_rep4	Microglia_activation	-0.42375512435762	0.272484575445998	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE63617	NA	Other models
GSE63617_15m_hp_VH_rep5	Microglia_activation	-0.500156996158021	0.268808614660747	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE63617	NA	Other models
GSE63617_15m_hp_AD11_rep1	Microglia_activation	-0.120415226352192	0.287079316954205	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE63617	NA	Other models
GSE63617_15m_hp_AD11_rep2	Microglia_activation	0.199887200336737	0.302490184936671	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE63617	NA	Other models
GSE63617_15m_hp_AD11_rep3	Microglia_activation	-0.761176768402635	0.256250042150206	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE63617	NA	Other models
GSE63617_15m_hp_AD11_rep4	Microglia_activation	-0.761830732062977	0.2562185776754	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE63617	NA	Other models
GSE63617_15m_hp_AD11_rep5	Microglia_activation	0.0733157745927469	0.296400391760088	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE63617	NA	Other models
GSE64398_WT_18m_Hipp_rep1	Microglia_activation	-2.23205200101818	0.185481099614121	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_18m_Hipp_rep2	Microglia_activation	-2.7606667720358	0.160047597489438	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_18m_Hipp_rep3	Microglia_activation	-0.776473479154609	0.255514063992308	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_18m_Hipp_rep4	Microglia_activation	-2.13391588087818	0.190202770965234	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_18m_Hipp_rep5	Microglia_activation	-2.52484039664566	0.171394027722545	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_18m_Hipp_rep6	Microglia_activation	-2.52627307677293	0.171325096479873	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_18m_Hipp_rep7	Microglia_activation	-4.34590417194633	0.0837762918255101	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_4m_Hipp_rep1	Microglia_activation	-4.8283014953217	0.0605664724604737	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_4m_Hipp_rep2	Microglia_activation	-2.85366311604512	0.155573218711872	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_4m_Hipp_rep3	Microglia_activation	-2.41488122291498	0.176684547458352	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_4m_Hipp_rep4	Microglia_activation	-3.38210092148713	0.130148231018851	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_4m_Hipp_rep5	Microglia_activation	-3.88399344572854	0.106000429478831	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_4m_Hipp_rep6	Microglia_activation	-2.37121316171476	0.178785570335898	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_4m_Hipp_rep7	Microglia_activation	-4.3418229550251	0.0839726534198664	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_4m_Hipp_rep8	Microglia_activation	-1.86843943175691	0.202975769759386	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_4m_Hipp_rep9	Microglia_activation	-2.39419760061135	0.177679708737695	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_8m_Hipp_rep1	Microglia_activation	-4.75697053888578	0.063998453804045	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE64398	NA	TAU transgenic models
GSE64398_WT_8m_Hipp_rep10	Microglia_activation	-2.32566672340755	0.180976968493819	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE64398	NA	TAU transgenic models
GSE64398_WT_8m_Hipp_rep2	Microglia_activation	-4.20662956365273	0.0904772794636924	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE64398	NA	TAU transgenic models
GSE64398_WT_8m_Hipp_rep3	Microglia_activation	-4.37678154669508	0.0822906735277747	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE64398	NA	TAU transgenic models
GSE64398_WT_8m_Hipp_rep4	Microglia_activation	-1.72939513845079	0.209665676139449	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_8m_Hipp_rep5	Microglia_activation	-4.66552808295921	0.0683980696010413	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_8m_Hipp_rep6	Microglia_activation	-2.99881752872013	0.148589333157426	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_8m_Hipp_rep7	Microglia_activation	-2.99978459186574	0.148542804373296	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_8m_Hipp_rep8	Microglia_activation	-2.88627219181591	0.154004282232281	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_WT_8m_Hipp_rep9	Microglia_activation	-3.91238373144512	0.104634473717317	WT	NA	NA	mixed_model	late	AD		microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_het_TASTPM_18m_Hipp_rep1	Microglia_activation	3.69204800381103	0.470510232965066	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_het_TASTPM_18m_Hipp_rep2	Microglia_activation	5.52061495969017	0.558488973074709	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_het_TASTPM_18m_Hipp_rep3	Microglia_activation	6.21279281506575	0.591792066216552	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_het_TASTPM_18m_Hipp_rep4	Microglia_activation	8.09016035928424	0.682118773002997	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_ho_TASTPM_18m_Hipp_rep1	Microglia_activation	10.9164484964964	0.818101362374032	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_ho_TASTPM_18m_Hipp_rep2	Microglia_activation	9.29966145302482	0.740312093212795	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_ho_TASTPM_18m_Hipp_rep3	Microglia_activation	10.934270762354	0.818958853805235	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_TAS10_18m_Hipp_rep1	Microglia_activation	-0.442842917922791	0.271566195058592	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_TAS10_18m_Hipp_rep2	Microglia_activation	0.369415632632562	0.310646789669244	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_TAS10_18m_Hipp_rep3	Microglia_activation	-1.24311365205548	0.233062376147699	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_TAS10_18m_Hipp_rep4	Microglia_activation	1.55554820198129	0.36771576858675	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_TAU_18m_Hipp_rep3	Microglia_activation	14.697064559738	0.999999999999999	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE64398	GSE64398_TAU_18m_Hipp_rep3	NA
GSE64398_ho_TASTPM_4m_Hipp_rep1	Microglia_activation	0.958827659918672	0.339005460047366	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_ho_TASTPM_4m_Hipp_rep2	Microglia_activation	-1.50560540091446	0.220432981703301	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_ho_TASTPM_4m_Hipp_rep3	Microglia_activation	2.00517384885149	0.389348828183195	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_ho_TASTPM_4m_Hipp_rep4	Microglia_activation	-1.09886058522706	0.240002894806703	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_het_TASTPM_8m_Hipp_rep1	Microglia_activation	0.311751662821861	0.307872374766166	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_het_TASTPM_8m_Hipp_rep2	Microglia_activation	2.3550484500288	0.406182516722177	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_het_TASTPM_8m_Hipp_rep3	Microglia_activation	1.01384976339522	0.341652765537867	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_het_TASTPM_8m_Hipp_rep4	Microglia_activation	-3.63511112356427	0.117975026891944	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_ho_TASTPM_8m_Hipp_rep1	Microglia_activation	9.25618622226868	0.738220348081121	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_ho_TASTPM_8m_Hipp_rep2	Microglia_activation	7.00482566659232	0.629899531835307	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_ho_TASTPM_8m_Hipp_rep3	Microglia_activation	12.080744620054	0.874119713649491	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE64398	GSE64398_ho_TASTPM_8m_Hipp_rep3	Amyloid transgenic models
GSE64398_ho_TASTPM_8m_Hipp_rep4	Microglia_activation	9.62777069841376	0.756098574497954	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_TAS10_8m_Hipp_rep1	Microglia_activation	-4.60997744948569	0.0710708045148925	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_TAS10_8m_Hipp_rep2	Microglia_activation	-4.63233327514592	0.0699951876940953	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_TAS10_8m_Hipp_rep3	Microglia_activation	-3.10844512299938	0.143314766866632	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE64398	NA	Amyloid transgenic models
GSE64398_TAU_8m_Hipp_rep1	Microglia_activation	-1.41476833504464	0.22480347007114	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE64398	NA	TAU transgenic models
GSE64398_TAU_8m_Hipp_rep2	Microglia_activation	-3.57508120370894	0.120863275911634	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE64398	NA	TAU transgenic models
GSE64398_TAU_8m_Hipp_rep3	Microglia_activation	-2.60815319643481	0.167385558064439	Disease	1.6993716377275e-10	1.6993716377275e-10	mixed_model	late	AD	***	microglia_act	AD late	GSE64398	NA	TAU transgenic models
